"Name","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","TownHallLevel2","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Village2Housing","HousingSpace","HousingSpaceAlt","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnits","ProducesUnitsOfType","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","CanNotSellLast","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","WallBlockX","WallBlockY","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID"
"Gold Mine","TID_BUILDING_GOLD_MINE","TID_GOLD_MINE_INFO","Resource",,,"sc/buildings.sc","goldmine_lvl1",,"goldmine_const",,,,0,10,"Elixir",150,1,1,3,3,,"goldmine_upg",,,,,,,,,,,,,,,,,,"Gold",20000,500,6,,,,,,400,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"goldmine_base",,,,,,,,,,,,,,,,"Gold Mine Pickup","Gold Mine Placing","true",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl2",,,,,,1,0,,300,1,1,,,,,,,,,,,,,,,,,,,,,,,40000,1000,15,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl3",,,,,,15,0,,700,2,2,,,,,,,,,,,,,,,,,,,,,,,60000,1500,25,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl4",,,,,1,0,0,,1400,2,2,,,,,,,,,,,,,,,,,,,,,,,80000,2500,40,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl5",,,,,2,0,0,,3000,3,3,,,,,,,,,,,,,,,,,,,,,,,100000,10000,60,,,,4,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl6",,,,,6,0,0,,7000,3,3,,,,,,,,,,,,,,,,,,,,,,,130000,20000,100,,,,5,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl7",,,,,12,0,0,,14000,4,4,,,,,,,,,,,,,,,,,,,,,,,160000,30000,160,,,,6,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl8",,,,1,0,0,0,,28000,4,4,,,,,,,,,,,,,,,,,,,,,,,190000,50000,220,,,,7,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl9",,,,2,0,0,0,,56000,5,5,,,,,,,,,,,,,,,,,,,,,,,220000,75000,300,,,,8,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl10",,,,3,0,0,0,,84000,5,5,,,,,,,,,,,,,,,,,,,,,,,250000,100000,400,,,,9,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl11",,,,4,0,0,0,,168000,7,7,,,,,,,,,,,,,,,,,,,,,,,300000,150000,500,,,,10,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"goldmine_lvl12",,,,5,0,0,0,,336000,8,8,,,,,,,,,,,,,,,,,,,,,,,350000,200000,600,,,,10,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gold Storage","TID_BUILDING_GOLD_STORAGE","TID_GOLD_STORAGE_INFO","Resource",,,"sc/buildings.sc","gold_storage_lvl1",,"gold_storage_const",,,,0,10,"Elixir",300,1,1,3,3,,"alliance_castle_upg",,1500,,,,,,,,,,,,,,,,,,,,,,,,,400,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"gold_storage_lvl1_base",,,,,,,,,,,,,,,,"Gold Storage Pickup","Gold Storage Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl2",,,,,,30,0,,750,2,2,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,600,16,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl3",,,,,1,0,0,,1500,2,2,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,800,17,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl4",,,,,2,0,0,,3000,3,3,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,1000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl5",,,,,3,0,0,,6000,3,3,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,1200,19,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl6",,,,,4,0,0,,12000,3,3,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,1400,20,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl6_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl7",,,,,6,0,0,,25000,4,4,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,1600,21,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl7_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl8",,,,,8,0,0,,50000,4,4,,,,,,225000,,,,,,,,,,,,,,,,,,,,,,,,,1700,22,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl8_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl9",,,,,12,0,0,,100000,5,5,,,,,,450000,,,,,,,,,,,,,,,,,,,,,,,,,1800,23,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl10",,,,1,0,0,0,,250000,6,6,,,,,,850000,,,,,,,,,,,,,,,,,,,,,,,,,1900,24,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl10_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl11",,,,2,0,0,0,,500000,7,7,,,,,,1750000,,,,,,,,,,,,,,,,,,,,,,,,,2100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"gold_storage_lvl12",,,,7,0,0,0,,2500000,11,11,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,2500,25,,,,,,,,,,,,,,,,,,,,,,,,,,,"gold_storage_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barrack","TID_BUILDING_BARRACK","TID_BARRACK_INFO","Army",,,"sc/buildings.sc","barracks_lvl1",,"barracks_const",,,,0,10,"Elixir",200,1,1,3,3,,"barracks_upg",,,,,,,,,,,,,,,,,,,,,,20,,1,,,250,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"barracks_base",,,,,,,,,,,,,,,,"Training Barrack Pickup","Training Barrack Placing","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl2",,,,,,15,0,,1000,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl3",,,,,2,0,0,,2500,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl4",,,,,4,0,0,,5000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,35,,1,5,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl5",,,,,10,0,0,,10000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl6",,,,,16,0,0,,80000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,45,,1,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl7",,,,1,0,0,0,,240000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl8",,,,2,0,0,0,,700000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl9",,,,4,0,0,0,,1500000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,60,,1,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl10",,,,6,0,0,0,,2000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,75,,1,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl11",,,,8,0,0,0,,3000000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,80,,1,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"barracks_lvl12",,,,10,0,0,0,,4000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laboratory","TID_BUILDING_LABORATORY","TID_LABORATORY_INFO","Army",,,"sc/buildings.sc","laboratory_lvl1",,"laboratory_const",,,,30,,"Elixir",25000,3,3,4,4,,"laboratory_upg",,,,,,,,,,,,,,,,,,,,,,,"true",,,,500,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"wood_destructed_state4",3,3,,"laboratory_base",,,,,,,,,,,,,,,,"Training Barrack Pickup","Training Barrack Placing","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl2",,,,,5,0,,,50000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl3",,,,,12,0,,,90000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl4",,,,1,0,0,,,270000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl5",,,,2,0,0,,,500000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl6",,,,4,0,0,,,1000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl7",,,,5,0,0,,,2500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl8",,,,6,0,0,,,4000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"laboratory_lvl9",,,,7,0,0,,,6000000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon","TID_BUILDING_CANNON","TID_BASIC_TURRET_INFO","Defense",,,"sc/buildings.sc","basic_turret_lvl1",,"basic_turret_const",,,,0,10,"Gold",250,1,1,3,3,,"basic_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,420,15,900,"true",700,,800,1600,,9,5,,,,,"Building Destroyed",,"Cannon Attack",,,,"Generic Hit","Cannonball","Cannonball","rockWood_destructed_tiles3",2,2,,"basic_cannon_lvl1_base","false","true","false","true",,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,192,,,,,,,,,,,,,,,,,,,,,,,"Double Cannon",3,"Gold",,,"TID_GEAR_UP_CANNON"
,,,,,,,"basic_turret_lvl2",,,,,,15,0,,1000,1,1,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,470,16,,,,,,,,11,6,,,,,,,"Cannon Attack",,,,,"Cannonball2","Cannonball2",,,,,"basic_cannon_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl3",,,,,,45,0,,4000,2,2,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,520,17,,,,,,,,15,8,,,,,,,"Cannon Attack",,,,,"Cannonball2","Cannonball2",,,,,"basic_cannon_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl4",,,,,2,0,0,,16000,3,3,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,570,18,,,,,,,,19,10,,,,,,,"Cannon Attack",,,,,"Cannonball4","Cannonball4",,,,,"basic_cannon_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl5",,,,,6,0,0,,50000,4,4,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,620,19,,,,,,,,25,13,,,,,,,"Cannon Attack Large",,,,,"Cannonball4","Cannonball4",,,,,"basic_cannon_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl6",,,,,12,0,0,,100000,5,5,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,670,20,,,,,,,,31,16,,,,,,,"Cannon Attack Large",,,,,"Cannonball5","Cannonball5",,,,,"basic_cannon_lvl6_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl7",,,,1,0,0,0,,200000,6,6,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,730,21,,,,,,,,40,20,,,,,,,"Cannon Attack Large",,,,,"Cannonball5","Cannonball5",,,,,"basic_cannon_lvl7_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,2880,
,,,,,,,"basic_turret_lvl8",,,,2,0,0,0,,400000,7,7,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,800,22,,,,,,,,48,24,,,,,,,"Cannon Attack Large",,,,,"Cannonball7","Cannonball7",,,,,"basic_cannon_lvl8_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
