Name,ShopIconExportName,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,TileWidth,TileHeight,Price,DiamondPrice,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,HideFromLevelUpScreen,SanctuaryAnimal
HalloweenBirdhouse,shop_icon_birdhouse_3,1,0,,sc/decos.sc,halloween_birdhouse,1,1,,20,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_DECO_HAUNTED_BIRDHOUSE,Buy,,TRUE,TRUE,,TapDecorationGeneric,TRUE,,25,Halloween2016,TRUE,,,,,
ChristmasBell,shop_icon_christmas_bell,1,0,,sc/decos.sc,christmas_bell,2,1,,90,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_DECO_CHRISTMAS_BELL,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Snowgirl,shop_icon_snowgirl,1,0,,sc/decos.sc,snowgirl,1,1,,25,,,,,TID_DECO_CHRISTMAS_SNOWWOMAN_DESC,TID_DECO_CHRISTMAS_SNOWWOMAN,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Gramophone,shop_icon_gramophone,1,0,,sc/decos.sc,gramophone,1,1,,90,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_NEWYEAR_GRAMOPHONE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
GoldenWell,shop_icon_well_02,29,0,,sc/decos.sc,well_02,1,1,,59,,,,,TID_GOLDENWELL_DESCRIPTION,TID_GOLDENWELL,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
GoldenOuthouse,shop_icon_outhouse_02,30,0,,sc/decos.sc,outhouse_02,1,1,,49,,,,,TID_GOLDENOUTHOUSE_DESCRIPTION,TID_GOLDENOUTHOUSE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
GoldenSwingset,shop_icon_swing_02,35,0,,sc/decos.sc,swing_02,2,1,,69,,,,,TID_GOLDENSWINGSET_DESCRIPTION,TID_GOLDENSWINGSET,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
EasterTree,shop_icon_easter_tree,1,0,,sc/decos.sc,easter_tree,1,1,,45,,,,,TID_DECO_EASTER_DESCRIPTION,TID_EASTERTREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,Easter2017,TRUE,,,,,
MushroomLog,shop_icon_mushroom_log,26,0,,sc/decos.sc,mushroom_log,1,1,5500,,,,550,,TID_MUSHROOMLOG_DESCRIPTION,TID_MUSHROOMLOG,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,TRUE,,,,
MossyRock,shop_icon_mossy_rock,24,0,,sc/decos.sc,mossy_rock,1,1,3500,,,,350,,TID_MOSSYROCK_DESCRIPTION,TID_MOSSYROCK,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,TRUE,,,,
MonumentalRock,shop_icon_monumental_rock,0,10,,sc/decos.sc,monumental_rock,2,2,,,Voucher3,4,,,TID_MONUMENTALROCK_DESCRIPTION,TID_MONUMENTALROCK,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,TRUE,,,,
,,,,,,,,,,,Voucher4,4,,,,,,,,,,,,,,,TRUE,,,,,
FlowerWagon,shop_icon_flowerwagon,32,0,,sc/decos.sc,flowerwagon,1,2,,35,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_FLOWER_WAGON,Buy,TRUE,,,,TapDecorationGeneric,TRUE,,25,,TRUE,TRUE,,,,
TulipShoes,shop_icon_tulipshoes,0,8,,sc/decos.sc,tulipshoes,1,1,,20,,,,,TID_MONUMENTALROCK_DESCRIPTION,TID_TULIP_SHOES,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
WhiteCarriage,shop_icon_whitecarriage,44,0,,sc/decos.sc,white_carriage,2,2,,130,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_WHITE_CARRIAGE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
HangingFlowers,shop_icon_hangingflower,0,9,,sc/decos.sc,hanging_flower,1,1,,,Voucher2,3,,,TID_MONUMENTALROCK_DESCRIPTION,TID_HANGING_FLOWERS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,TRUE,,,,
,,,,,,,,,,,Voucher3,4,,,,,,,,,,,,,,,TRUE,,,,,
BirthdayCake,shop_icon_birthday_cake,1,0,,sc/decos.sc,birthday_cake,2,2,,90,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_HAYDAY_BIRTHDAYCAKE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,TRUE,
GoldenTree,shop_icon_lvl100,100,0,,sc/decos.sc,lvl100_deco,2,2,,,,,,,TID_GOLDENTREE_DESCRIPTION,TID_GOLDENTREE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
PinkVespa,shop_icon_pink_vespa,20,0,,sc/decos.sc,pink_vespa,1,2,,35,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_PINKSCOOTER,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,TRUE,,,
GrassFenceS,shop_icon_derby_grassfence_small,20,0,,sc/decos.sc,derby_deco_grassfence_small,2,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_GRASSFENCES,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
GrassFenceL,shop_icon_derby_grassfence_big,23,0,,sc/decos.sc,derby_deco_grassfence_big,2,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_GRASSFENCEL,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
CrossFence,shop_icon_derby_xfence,30,0,,sc/decos.sc,derby_deco_grassfence_x,2,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_CROSSFENCE,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
WhiteFence,shop_icon_derby_whitefence,32,0,,sc/decos.sc,derby_deco_whitefence,2,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_WHITEFENCE,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
HayFence,shop_icon_derby_hayfence,17,0,,sc/decos.sc,derby_deco_haybalefence,2,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_HAYFENCE,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
RockingHorse,shop_icon_rocking_horse,18,0,,sc/decos.sc,rocking_horse,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_ROCKINGHORSE,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
LaundryTub,shop_icon_washing_board,16,0,,sc/decos.sc,washing_board,1,1,2000,,,,200,1,TID_DECO_GENERIC_DESCRIPTION,TID_WASHINGBUCKET,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,TRUE,,,
HorseTopiary,shop_icon_derby_horsetopiary,27,0,,sc/decos.sc,derby_horse_topiary,2,2,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_HORSETOPIARY,,,,,,TapDecorationGeneric,,,,,TRUE,,TRUE,,TRUE,
FlowerTire,shop_icon_flowertire,23,0,,sc/decos.sc,flowertire,1,1,4000,,,,400,1,TID_DECO_GENERIC_DESCRIPTION,TID_TRACTORTIREROSES,Buy,TRUE,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,TRUE,,,
OpenGrave,shop_icon_open_grave,1,0,,sc/decos.sc,open_grave,2,2,,90,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_OPENGRAVE,Buy,,,,,TapDecorationGeneric,TRUE,,25,Halloween2016,TRUE,,,,,
SpookyPumpkin,shop_icon_pumpkinhouse,1,0,,sc/decos.sc,pumpkinhouse,1,1,,25,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_SPOOKYPUMPKIN,Buy,,,,,TapDecorationGeneric,TRUE,,25,Halloween2016,TRUE,,,,,
SpookyPlant,shop_icon_flesh_eating_plant,1,0,,sc/decos.sc,flesh_eating_plant,1,1,,40,,,,,TID_DECO_HAUNTED_BIRDHOUSE_DESC,TID_SPOOKYPLANT,Buy,,,,,TapDecorationGeneric,TRUE,,25,Halloween2016,TRUE,,,,,
DerbyTrophy1,shop_icon_derby_league_trophy_01,1,0,,sc/decos.sc,derby_league_trophy_deco_01,1,1,,999,,,,,TID_DERBYTROPHY_DESC,TID_DERBYTROPHY1,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
DerbyTrophy2,shop_icon_derby_league_trophy_02,1,0,,sc/decos.sc,derby_league_trophy_deco_02,1,1,,999,,,,,TID_DERBYTROPHY_DESC,TID_DERBYTROPHY2,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
DerbyTrophy3,shop_icon_derby_league_trophy_03,1,0,,sc/decos.sc,derby_league_trophy_deco_03,1,1,,999,,,,,TID_DERBYTROPHY_DESC,TID_DERBYTROPHY3,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Tuba,shop_icon_tuba,1,0,,sc/decos.sc,instrument_tuba,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_TUBA,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Guitar,shop_icon_guitar,1,0,,sc/decos.sc,instrument_guitar,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_GUITAR,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Cello,shop_icon_cello,1,0,,sc/decos.sc,instrument_cello,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_CELLO,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Saxophone,shop_icon_sax,1,0,,sc/decos.sc,instrument_sax,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_SAX,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Harp,shop_icon_harp,1,0,,sc/decos.sc,instrument_harp,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_HARP,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Accordion,shop_icon_akkordeon,1,0,,sc/decos.sc,instrument_akkordeon,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_DECO_ACCORDION,,,,,,TapDecorationGeneric,,TRUE,,,,,TRUE,,TRUE,
Reindeer1,shop_icon_reindeer01,1,0,,sc/decos.sc,reindeer01,1,1,,50,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_CHRISTMAS_DECO_REINDEER1,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Reindeer2,shop_icon_reindeer02,1,0,,sc/decos.sc,reindeer02,1,1,,50,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_CHRISTMAS_DECO_REINDEER2,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
ShinyReindeer,shop_icon_reindeer03,1,0,,sc/decos.sc,reindeer03,1,1,,70,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_CHRISTMAS_DECO_REINDEER3,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Sleigh,shop_icon_sleigh01,1,0,,sc/decos.sc,sleigh01,2,2,,90,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_CHRISTMAS_DECO_SLEIGH,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Typewriter,shop_icon_typewriter,1,0,,sc/decos.sc,typewriter,1,1,,90,,,,,TID_DECO_NEWYEAR_BALLOON_DESC,TID_NEWYEARS_DECO_TYPEWRITER,Buy,,,,,TapDecorationGeneric,TRUE,,25,NewYear2016,TRUE,,,,,
ValentinesBalloons,shop_icon_valentines_wagon,1,0,,sc/decos.sc,valentines_day_wagon,1,1,,90,,,,,TID_DECO_VALENTINES_CUPID_DESCRIPTION,TID_BALLOONHEARTS,Buy,,,,,TapDecorationGeneric,TRUE,,25,Valentines2017,TRUE,,,,,
GardenTorch,shop_icon_torch,1,0,,sc/decos.sc,bamboo_torch,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_GARDENTORCH,,,,,,TapDecorationGeneric,,,,,,,TRUE,,,
LushFern,shop_icon_fern,1,0,,sc/decos.sc,fern,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_LUSHFERN,,,,,,TapDecorationGeneric,,,,,,TRUE,,,,
BlueHydrangeas,shop_icon_hydrangea2,1,0,,sc/decos.sc,hydrangea2,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_HYDRANGEAS,,TRUE,,,,TapDecorationGeneric,,,,,,TRUE,,,,
ColorfulHydrangeas,shop_icon_hydrangea1,1,0,,sc/decos.sc,hydrangea1,1,1,,999,,,,,TID_DECO_GENERIC_DESCRIPTION,TID_COLORFULHYDRANGEAS,,TRUE,,,,TapDecorationGeneric,,,,,,TRUE,,,,
FrogKingShop,shop_icon_frog_king,15,0,,sc/decos.sc,frog_king,1,1,1500,,,,150,1,TID_FROGKING_DESCRIPTION,TID_FROGKING,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
TortoiseShop,shop_icon_tortoise,13,0,,sc/decos.sc,tortoise,1,1,,20,,,,,TID_TORTOISE_DESCRIPTION,TID_TORTOISE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
GardenBoyStatueShop,shop_icon_garden_boy_statue,21,0,,sc/decos.sc,garden_boy_statue,2,2,,45,,,,,TID_GARDENBOYSTATUE_DESCRIPTION,TID_GARDENBOYSTATUE,Buy,,,,,TapDecorationWater,TRUE,,25,,TRUE,,,,,
SnailShop,shop_icon_snail,21,0,,sc/decos.sc,snail,1,1,1500,,,,150,1,TID_SNAIL_DESCRIPTION,TID_SNAIL,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
WindmillShop,shop_icon_windmill,24,0,,sc/decos.sc,windmill,1,1,,35,,,,,TID_WINDMILL_DESCRIPTION,TID_WINDMILL,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
OldBikeShop,shop_icon_old_bike,26,0,,sc/decos.sc,old_bike,2,1,,35,,,,,TID_OLD_BIKE_DESCRIPTION,TID_OLD_BIKE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PineTree_SmallGift,shop_icon_deco_fir_small_01,1,0,,sc/decos.sc,deco_fir_small_01,1,1,,,,,,,TID_PINETREE_SMALL_DESCRIPTION,TID_PINETREE_SMALL,Buy,,TRUE,,,BigPineTap,,,,,,TRUE,,,,
LeafyTree_SmallGift,shop_icon_deco_leafy_small_01,1,0,,sc/decos.sc,deco_leafy_small_01,1,1,,,,,,,TID_LEAFYTREE_SMALL_DESCRIPTION,TID_LEAFYTREE_SMALL,Buy,,TRUE,,,BigPineTap,,,,,,TRUE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HorseShoeStatue,shop_icon_horse_shoe_statue,1,0,,sc/decos.sc,horse_shoe_statue,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_HORSESHOESTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StoneLantern,shop_icon_japanese_lantern,0,3,,sc/decos.sc,japanese_lantern,1,1,,,Voucher1,15,,,TID_DECO_GENERICTOWN_DESCRIPTION,TID_DECO_STONELANTERN,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,,,
,,,,,,,,,,,Voucher3,2,,,,,,,,,,,,,,,,,,,,
ChickNest,shop_icon_easter_chicknest,1,0,,sc/decos.sc,easter_chicknest,1,1,,35,,,,,TID_DECO_EASTER_DESCRIPTION,TID_DECO_CHICKNEST,Buy,,,,,TapDecorationGeneric,TRUE,,25,Easter2017,TRUE,,,,TRUE,
ChocoBunny,shop_icon_easter_bunny_egg,1,0,,sc/decos.sc,easter_bunny_egg,1,1,,90,,,,,TID_DECO_EASTERUNIQUE_DESCRIPTION,TID_DECO_CHOCOBUNNY,Buy,,,,,TapDecorationGeneric,TRUE,,25,Easter2017,TRUE,,,,TRUE,
Narcissus,shop_icon_easter_narcissuses,1,0,,sc/decos.sc,easter_narcissuses,1,1,1500,,,,150,1,TID_DECO_EASTER_DESCRIPTION,TID_DECO_EASTERFLOWERS,Buy,TRUE,,,,TapDecorationGeneric,TRUE,,25,Easter2017,,TRUE,,,TRUE,
BonsaiTree,shop_icon_bonsai_tree,22,0,,sc/decos.sc,bonsai_tree,1,1,,25,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BONSAITREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,TRUE,,,
BigGate,shop_icon_big_gate,0,5,,sc/decos.sc,big_gate,1,2,10000,,,,1000,1,TID_DECO_GENERICTOWN_DESCRIPTION,TID_DECO_BIGGATE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,TRUE,,,
LuckyCat,shop_icon_lucky_cat,27,0,,sc/decos.sc,lucky_cat,1,1,,35,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LUCKYCAT,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,TRUE,,,
BambooFountain,shop_icon_tsukubai,0,3,,sc/decos.sc,tsukubai,2,1,,25,,,,,TID_DECO_GENERICTOWN_DESCRIPTION,TID_DECO_BAMBOOFOUNTAIN,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,TRUE,,,
PandaStatue,shop_icon_panda_statue,1,0,-1,sc/decos.sc,panda,1,1,,90,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PANDASTATUE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,TRUE,
ChocoFountain,shop_icon_chocolate_fountain,1,0,,sc/decos.sc,chocolate_fountain,2,2,,999,,,,,TID_DECO_BIRTHDAY_DESC,TID_DECO_CHOCOFOUNTAIN,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,
Balloons,shop_icon_3balloons,1,0,,sc/decos.sc,3balloons,1,1,,,Voucher2,10,,,TID_DECO_BIRTHDAY_DESC,TID_DECO_BALLOONS,Buy,,,,,TapDecorationGeneric,,,25,,TRUE,,,,TRUE,
BouncyCastle,shop_icon_bouncy_castle,1,0,,sc/decos.sc,bouncy_castle,1,1,,90,,,,,TID_DECO_BIRTHDAY_DESC,TID_DECO_BOUNCYCASTLE,Buy,,,,,TapDecorationGeneric,,,25,,TRUE,,,,TRUE,
Pinata,shop_icon_pinata2,1,0,,sc/decos.sc,pinata2,1,1,,90,,,,,TID_DECO_BIRTHDAY_DESC,TID_DECO_PINATA,Buy,,,,,TapDecorationGeneric,,,25,,TRUE,,,,TRUE,
TrumpetTree,shop_icon_trumpet_tree,1,0,,sc/decos.sc,deco_trumpet_tree,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TRUMPETTREE,Buy,,,,,TapDecorationGeneric,,,,,,TRUE,,,TRUE,
WisteriaTree,shop_icon_wisteria_tree,1,0,,sc/decos.sc,deco_wisteria_tree,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WISTERIATREE,Buy,,,,,TapDecorationGeneric,,,,,,TRUE,,,TRUE,
PoincianaTree,shop_icon_poinciana_tree,1,0,,sc/decos.sc,deco_poinciana_tree,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POINCIANATREE,Buy,,,,,TapDecorationGeneric,,,,,,TRUE,,,TRUE,
ElephantStatue,shop_icon_elephant,1,0,,sc/decos.sc,elephant,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ELEPHANTSTATUE,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
GorillaStatue,shop_icon_gorilla,1,0,,sc/decos.sc,gorilla,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GORILLASTATUE,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
RhinoStatue,shop_icon_rhino,1,0,,sc/decos.sc,rhino,1,1,,999,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RHINOSTATUE,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
AnimalsStatue,shop_icon_hardcore_statue,1,0,,sc/decos.sc,hardcore_statue,1,1,,999,,,,,TID_DECO_2YEARS_DESCRIPTION,TID_DECO_2YEARS,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
BronzePlaque,shop_icon_derby_bronzeplacard,1,0,,sc/decos.sc,derby_deco_bronzeplacard,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_PLAQUE1,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
SilverPlaque,shop_icon_derby_silverplacard,1,0,,sc/decos.sc,derby_deco_silverplacard,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_PLAQUE2,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
GoldPlaque,shop_icon_derby_goldplacard,1,0,,sc/decos.sc,derby_deco_goldplacard,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_PLAQUE3,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
PinkBanner,shop_icon_derby_pinkbanner,1,0,,sc/decos.sc,derby_deco_pinkbanner,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_BANNER1,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
CheckeredBanner,shop_icon_derby_checkeredbanner,1,0,,sc/decos.sc,derby_deco_checkeredbanner,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_BANNER2,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
PurpleBanner,shop_icon_derby_purplebanner,1,0,,sc/decos.sc,derby_deco_purplebanner,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_BANNER3,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
DerbySaddles,shop_icon_derby_saddles,1,0,,sc/decos.sc,derby_deco_saddles,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_SADDLES,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
DerbyTrough,shop_icon_derby_trough,1,0,,sc/decos.sc,derby_deco_trough,1,1,,999,,,,,TID_DERBY_DECO_DESCRIPTION,TID_DECO_DERBY_TROUGH,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
HeroStatue,shop_icon_red_statue,1,0,-1,sc/decos.sc,red_statue_main,1,1,,90,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HEROWICKER,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
Gingerbread Man,shop_icon_gingerbread_man,1,0,1,sc/decos.sc,gingerbread_man,1,1,,10,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_GINGERBREADMAN,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Gingerbread Lady,shop_icon_gingerbread_lady,1,0,1,sc/decos.sc,gingerbread_lady,1,1,,10,,,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_GINGERBREADWOMAN,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Gingerbread House,shop_icon_gingerbread_house,1,0,1,sc/decos.sc,gingerbread_house,2,2,,999,,,,,TID_DECO_CHRISTMAS_SLEDGE_DESC,TID_GINGERBREADHOUSE,,,,,,TapDecorationXmas,,,,,TRUE,,,,,
Winter Arch,shop_icon_winter_arch,1,0,1,sc/decos.sc,winter_arch,1,2,,,Voucher2,15,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_WINTERARCH,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
,,,,,,,,,,,Voucher4,2,,,,,,,,,,,,,,,,,,,,
Winter Lantern,shop_icon_winter_lantern,1,0,1,sc/decos.sc,winter_lantern,1,1,2500,,,,250,1,TID_DECO_CHRISTMAS_BELL_DESC,TID_WINTERLANTERN,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
Candycane Bench,shop_icon_candycane_bench,1,0,1,sc/decos.sc,candycane_bench,1,2,,,Voucher1,30,,,TID_DECO_CHRISTMAS_BELL_DESC,TID_CANDYBENCH,Buy,,,,,TapDecorationXmas,TRUE,,25,Christmas2016,TRUE,,,,,
,,,,,,,,,,,Voucher3,2,,,,,,,,,,,,,,,,,,,,
Fireworks,shop_icon_firework,1,0,2,sc/decos.sc,deco_yellow_firework,1,1,,999,,,,,TID_DECO_NEWYEAR_GRAMOPHONE_DESC,TID_FIREWORKSBARREL,,,,,,,,,,NewYear2016,TRUE,,,,,
CNYRooster,shop_icon_rooster_statue,1,0,-1,sc/decos.sc,rooster_statue,2,2,,999,,,,,TID_CNY_DECO_DESC,TID_CNY_ROOSTER,,,,,,,,,,,TRUE,,,,,
CNYGate,shop_icon_moongate,1,0,-1,sc/decos.sc,moongate,1,2,,999,,,,,TID_CNY_DECO_DESC,TID_CNY_GATE,,,,,,,,,,,TRUE,,,,,
Flower_Bucket_yellow,shop_icon_bucket_yellow,1,0,,sc/decos.sc,flower_bucket_yellow,1,1,,,Voucher1,10,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_BUCKET2,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
,,,,,,,,,,,Voucher4,2,,,,,,,,,,,,,,,,,,,,
Flower_Bucket_blue,shop_icon_bucket_blue,1,0,,sc/decos.sc,flower_bucket_blue,1,1,,,Voucher2,8,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_BUCKET1,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
,,,,,,,,,,,Voucher3,4,,,,,,,,,,,,,,,,,,,,
Balloon_Bench,shop_icon_balloon_bench,1,0,,sc/decos.sc,balloon_bench,2,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_BALLOON_BENCH,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Barrel_Table,shop_icon_barrel_table,1,0,,sc/decos.sc,barrel_table,1,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_BARREL_TABLE,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Wooden_Placard,shop_icon_wooden_placard,1,0,,sc/decos.sc,wooden_placard,2,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_WOODEN_SIGN,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
White_Chair,shop_icon_white_chair,1,0,,sc/decos.sc,white_chair,1,1,5000,,,,500,1,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WHITE_CHAIR,Buy,,,,,TapDecorationGeneric,TRUE,,25,,TRUE,,,,,
