Name,Level,TID,DescriptionTID,Action,ActionCount,ActionData,MinutesLimit,Exp,DiamondReward,DecoReward,CustomReward,CustomRewardTooltipTID,Points,FbPoints,IconExportName,Priority,FbObjectImageName,AndroidID
com.supercell.soil.lobstertails1,1,TID_ACHIEVEMENT_LOBSTER_TAILS,TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,LobsterTails,50,,,1000,5,,,,2,2,achievement_icon_generic,32,LobsterTails_2,CgkIndvy4_keEAIQYw
com.supercell.soil.lobstertails2,2,TID_ACHIEVEMENT_LOBSTER_TAILS,TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,LobsterTails,500,,,3000,10,,,,3,3,achievement_icon_generic,32,LobsterTails_3,CgkIndvy4_keEAIQZA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.lobsterpool0,,TID_ACHIEVEMENT_LOBSTER_POOL,TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,LobsterPool,2,,,100,1,,,,1,1,achievement_icon_generic,33,LobsterPool_1,CgkIndvy4_keEAIQZQ
com.supercell.soil.lobsterpool1,1,TID_ACHIEVEMENT_LOBSTER_POOL,TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,LobsterPool,4,,,1000,5,,,,2,2,achievement_icon_generic,33,LobsterPool_2,CgkIndvy4_keEAIQZg
com.supercell.soil.lobsterpool2,2,TID_ACHIEVEMENT_LOBSTER_POOL,TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,LobsterPool,6,,,3000,10,,,,3,3,achievement_icon_generic,33,LobsterPool_3,CgkIndvy4_keEAIQZw
,,,,,,,,,,,,,,,,,,
com.supercell.soil.visitors0,,TID_ACHIEVEMENT_VISITORS,TID_ACHIEVEMENT_VISITORS_DESCRIPTION,Visitors,10,,,100,1,,,,1,1,achievement_icon_generic,34,,CgkIndvy4_keEAIQaA
com.supercell.soil.visitors1,1,TID_ACHIEVEMENT_VISITORS,TID_ACHIEVEMENT_VISITORS_DESCRIPTION,Visitors,100,,,1000,5,,,,2,2,achievement_icon_generic,34,,CgkIndvy4_keEAIQaQ
com.supercell.soil.visitors2,2,TID_ACHIEVEMENT_VISITORS,TID_ACHIEVEMENT_VISITORS_DESCRIPTION,Visitors,2000,,,3000,10,,,,3,3,achievement_icon_generic,34,,CgkIndvy4_keEAIQag
,,,,,,,,,,,,,,,,,,
com.supercell.soil.servicebuildings0,,TID_ACHIEVEMENT_SERVICE_BUILDINGS,TID_ACHIEVEMENT_SERVICE_BUILDINGS_DESCRIPTION,ServiceBuildings,2,,,100,1,,,,1,1,achievement_icon_generic,35,,CgkIndvy4_keEAIQaw
com.supercell.soil.servicebuildings1,1,TID_ACHIEVEMENT_SERVICE_BUILDINGS,TID_ACHIEVEMENT_SERVICE_BUILDINGS_DESCRIPTION,ServiceBuildings,4,,,1000,2,,,,2,2,achievement_icon_generic,35,,CgkIndvy4_keEAIQbA
com.supercell.soil.servicebuildings2,2,TID_ACHIEVEMENT_SERVICE_BUILDINGS,TID_ACHIEVEMENT_SERVICE_BUILDINGS_DESCRIPTION,ServiceBuildings,6,,,3000,3,,,,3,3,achievement_icon_generic,35,,CgkIndvy4_keEAIQbQ
,,,,,,,,,,,,,,,,,,
com.supercell.soil.expandtrain0,,TID_ACHIEVEMENT_EXPAND_TRAIN,TID_ACHIEVEMENT_EXPAND_TRAIN_DESCRIPTION,ExpandTrain,2,,,100,1,,,,1,1,achievement_icon_generic,36,,CgkIndvy4_keEAIQbg
com.supercell.soil.expandtrain1,1,TID_ACHIEVEMENT_EXPAND_TRAIN,TID_ACHIEVEMENT_EXPAND_TRAIN_DESCRIPTION,ExpandTrain,8,,,1000,2,,,,2,2,achievement_icon_generic,36,,CgkIndvy4_keEAIQbw
com.supercell.soil.expandtrain2,2,TID_ACHIEVEMENT_EXPAND_TRAIN,TID_ACHIEVEMENT_EXPAND_TRAIN_DESCRIPTION,ExpandTrain,18,,,3000,3,,,,3,3,achievement_icon_generic,36,,CgkIndvy4_keEAIQcA
,,,,,,,,,,,,,,,,,,
com.supercell.soil.duckdown0,,TID_ACHIEVEMENT_DUCK_DOWN,TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,DuckDown,10,,,100,1,,,,1,1,achievement_icon_generic,37,,
com.supercell.soil.duckdown1,1,TID_ACHIEVEMENT_DUCK_DOWN,TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,DuckDown,100,,,1000,5,,,,2,2,achievement_icon_generic,37,,
com.supercell.soil.duckdown2,2,TID_ACHIEVEMENT_DUCK_DOWN,TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,DuckDown,1000,,,3000,10,,,,3,3,achievement_icon_generic,37,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.ducksalon0,,TID_ACHIEVEMENT_DUCK_SALON,TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,DuckSalon,2,,,100,1,,,,1,1,achievement_icon_generic,38,,
com.supercell.soil.ducksalon1,1,TID_ACHIEVEMENT_DUCK_SALON,TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,DuckSalon,4,,,1000,5,,,,2,2,achievement_icon_generic,38,,
com.supercell.soil.ducksalon2,2,TID_ACHIEVEMENT_DUCK_SALON,TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,DuckSalon,6,,,3000,10,,,,3,3,achievement_icon_generic,38,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.honeycombs0,,TID_ACHIEVEMENT_HONEYCOMBS,TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Honeycombs,15,,,100,1,,,,1,1,achievement_icon_generic,39,,
com.supercell.soil.honeycombs1,1,TID_ACHIEVEMENT_HONEYCOMBS,TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Honeycombs,300,,,1000,5,,,,2,2,achievement_icon_generic,39,,
com.supercell.soil.honeycombs2,2,TID_ACHIEVEMENT_HONEYCOMBS,TID_ACHIEVEMENT_HONEYCOMBS_DESCRIPTION,Honeycombs,4500,,,3000,10,,,,3,3,achievement_icon_generic,39,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.bees0,,TID_ACHIEVEMENT_BEES,TID_ACHIEVEMENT_BEES_DESCRIPTION,Bees,3,,,100,1,,,,1,1,achievement_icon_generic,40,,
com.supercell.soil.bees1,1,TID_ACHIEVEMENT_BEES,TID_ACHIEVEMENT_BEES_DESCRIPTION,Bees,6,,,1000,5,,,,2,2,achievement_icon_generic,40,,
com.supercell.soil.bees2,2,TID_ACHIEVEMENT_BEES,TID_ACHIEVEMENT_BEES_DESCRIPTION,Bees,12,,,3000,10,,,,3,3,achievement_icon_generic,40,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.derbypoints0,,TID_ACHIEVEMENT_DERBY_POINTS,TID_ACHIEVEMENT_DERBY_POINTS_DESCRIPTION,DerbyPoints,300,,,100,1,,,,1,1,achievement_icon_generic,41,,
com.supercell.soil.derbypoints1,1,TID_ACHIEVEMENT_DERBY_POINTS,TID_ACHIEVEMENT_DERBY_POINTS_DESCRIPTION,DerbyPoints,2000,,,1000,5,,,,2,2,achievement_icon_generic,41,,
com.supercell.soil.derbypoints2,2,TID_ACHIEVEMENT_DERBY_POINTS,TID_ACHIEVEMENT_DERBY_POINTS_DESCRIPTION,DerbyPoints,38000,,,3000,10,,,,3,3,achievement_icon_generic,41,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.derbytasks0,,TID_ACHIEVEMENT_DERBY_TASKS,TID_ACHIEVEMENT_DERBY_TASKS_DESCRIPTION,DerbyTasks,3,,,100,1,,,,1,1,achievement_icon_generic,42,,
com.supercell.soil.derbytasks1,1,TID_ACHIEVEMENT_DERBY_TASKS,TID_ACHIEVEMENT_DERBY_TASKS_DESCRIPTION,DerbyTasks,20,,,1000,5,,,,2,2,achievement_icon_generic,42,,
com.supercell.soil.derbytasks2,2,TID_ACHIEVEMENT_DERBY_TASKS,TID_ACHIEVEMENT_DERBY_TASKS_DESCRIPTION,DerbyTasks,225,,,3000,10,,,,3,3,achievement_icon_generic,42,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.derbytopleague0,,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE_DESCRIPTION,DerbyLeagueStartXTimes,3,,,,,DerbyTrophy1,,,1,1,achievement_icon_generic,44,,
com.supercell.soil.derbytopleague1,1,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE_DESCRIPTION,DerbyLeagueStartXTimes,15,,,,,DerbyTrophy2,,,2,2,achievement_icon_generic,44,,
com.supercell.soil.derbytopleague2,2,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE,TID_ACHIEVEMENT_DERBY_TOP_LEAGUE_DESCRIPTION,DerbyLeagueStartXTimes,40,,,,,DerbyTrophy3,,,3,3,achievement_icon_generic,44,,
,,,,,,,,,,,,,,,,,,
com.supercell.soil.donate0,,TID_ACHIEVEMENT_DONATE,TID_ACHIEVEMENT_DONATE_DESCRIPTION,Donate,60,,,,,,RequestBoardLvl2,TID_ACHIEVEMENT_REWARD_TOOLTIP_REQUEST_BOARD,1,1,achievement_icon_nh_pigeon_house,45,,
com.supercell.soil.donate1,1,TID_ACHIEVEMENT_DONATE,TID_ACHIEVEMENT_DONATE_DESCRIPTION,Donate,450,,,,,,DonationAreaPatioLvl2,TID_ACHIEVEMENT_REWARD_TOOLTIP_PATIO,2,2,achievement_icon_nh_patio,45,,
com.supercell.soil.donate2,2,TID_ACHIEVEMENT_DONATE,TID_ACHIEVEMENT_DONATE_DESCRIPTION,Donate,4000,,,,,,DonationAreaGateLvl2,TID_ACHIEVEMENT_REWARD_TOOLTIP_GATE,3,3,achievement_icon_nh_gate,45,,
