Name,ParticleSwf,ParticleExportName,ParticleCount,EmissionTime,MinLife,MaxLife,StartScale,EndScale,RandomStartScale,MinHorizAngle,MaxHorizAngle,MinVertAngle,MaxVertAngle,MinSpeed,MaxSpeed,StartZ,Gravity,Inertia,MinRotate,MaxRotate,DisableRotation,FadeOutTime,StartRadius,StartRadiusMax,ScaleTimeline,OrientToMovement,OrientToParent,OrientToImpact,BounceFromGround,StopAnimationAfterBounce,AdditiveBlend,UseMovingEmitter,EmitterMinHorizAngle,EmitterMaxHorizAngle,EmitterMinVertAngle,EmitterMaxVertAngle,EmitterMinSpeed,EmitterMaxSpeed,EmitterGravity,EmitterInertia,EmitterIndicatorSwf,EmitterIndicatorExportName
health_minus,sc/characters.sc,health_minus_master,4,400,400,1200,80,80,TRUE,0,360,0,0,0,0,0,0,10,0,0,,100,2000,2000,,,,,,,,,,,,,,,,,,
health_plus,sc/ui.sc,fx_pop_plus_H,1,1,1000,1000,70,70,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,,,,,,,,,,,,,,,,,,
health_barrel,sc/ui.sc,fx_pop_plus_H,1,1,1000,1000,80,80,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,TRUE,,,,,,,,,,,,,,,,,
tnt_special_hit_A,sc/characters.sc,fx_tnt_explode,1,1,600,600,100,100,,0,0,0,0,0,0,0,0,0,,,,0,0,0,TRUE,,,,,,,,,,,,,,,,,
tnt_special_hit_B,sc/characters.sc,fx_blackSpotA,100,10,500,500,3,6,TRUE,0,360,0,360,500,15000,4000,1500,150,0,0,,100,0,2000,,,,,TRUE,,,,,,,,,,,,,
fairy_sparkleDustA,sc/characters.sc,fx_sparkleDot,3,0,400,600,8,15,,0,360,0,0,50,100,10,0,500,0,360,,500,500,2500,TRUE,,,,,,,,,,,,,,,,,
,,fx_sparkleStar,3,0,400,600,8,15,,0,360,0,0,50,100,10,0,500,0,360,,500,100,200,TRUE,,,,,,,,,,,,,,,,,
fairy_ringHit,sc/characters.sc,fx_fairy_ringHit,1,0,1500,1500,100,100,,0,360,0,0,50,100,10,0,500,0,0,,500,0,0,TRUE,,,,,,,,,,,,,,,,,
fx_snowSplatA,sc/characters.sc,fx_snowSplatA,1,0,1500,1500,100,100,,0,360,0,,,100,10,0,500,,,,,0,0,,,,,,,,,,,,,,,,,,
,,fx_snowSplatB,1,0,1500,1500,100,100,,0,360,0,,,100,10,0,500,,,,,0,0,,,,,,,,,,,,,,,,,,
yeti_special,sc/characters.sc,yeti_flick_master,1,,500,500,100,100,,90,90,,,,100,10,0,500,,,,,0,0,,TRUE,,TRUE,,,,,,,,,,,,,,
cannonBall_trail,sc/characters.sc,fx_cannonBall_trail,2,100,450,900,200,20,TRUE,0,360,,,0,50,,-50,10,,,,1000,1200,2000,TRUE,TRUE,,,,,,,,,,,,,,,,
yeti_special_aim,sc/characters.sc,smokeTrail_01_blue,15,100,800,1400,20,6,TRUE,0,360,0,0,85,100,1000,0,250,,,,200,2000,2200,,,TRUE,,,,,,,,,,,,,,,
,,smokeTrail_01_blue,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,smokeTrail_01_blue,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
yeti_special_flick,sc/characters.sc,smokeTrail_01_blue,40,100,800,1400,20,6,TRUE,0,360,0,0,500,1200,5000,0,200,,,,350,2000,2200,,,TRUE,,,,,,,,,,,,,,,
,,smokeTrail_02_blue,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
confetti_purple,sc/ui.sc,confetti_purple,20,500,8000,8000,40,70,TRUE,0,360,88,90,12000,30000,0,4500,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_purpleB,sc/ui.sc,confetti_purpleB,20,500,8000,8000,30,50,TRUE,0,360,88,90,15000,35000,0,5500,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_purpleC,sc/ui.sc,confetti_purpleC,20,500,8000,8000,30,50,TRUE,0,360,88,90,15000,35000,0,5500,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_yellow,sc/ui.sc,confetti_yellow,20,500,8000,8000,40,60,TRUE,0,360,88,90,16000,25000,0,4000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_yellowB,sc/ui.sc,confetti_yellowB,20,500,8000,8000,30,40,TRUE,0,360,88,90,10000,18000,0,6000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_blue,sc/ui.sc,confetti_blue,20,500,8000,8000,40,60,TRUE,0,360,88,90,18000,35000,0,4000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_blueB,sc/ui.sc,confetti_blueB,20,500,8000,8000,30,30,TRUE,0,360,88,90,11000,15000,0,5000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_green,sc/ui.sc,confetti_green,20,500,8000,8000,40,60,TRUE,0,360,88,90,18000,35000,0,4000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_greenB,sc/ui.sc,confetti_greenB,20,500,8000,8000,30,30,TRUE,0,360,88,90,11000,15000,0,5000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_white,sc/ui.sc,confetti_white,20,500,8000,8000,30,50,TRUE,0,360,88,90,11000,15000,0,5000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_whiteB,sc/ui.sc,confetti_whiteB,20,500,8000,8000,40,60,TRUE,0,360,88,90,18000,35000,0,4000,8,0,0,,0,2000,4000,,,,,,,,,,,,,,,,,,
confetti_lose_purple,sc/ui.sc,confetti_lose_purple,30,1000,5000,5000,40,60,TRUE,0,360,0,0,0,1000,,1000,8,0,0,,0,1000,20000,,,,,,,,,,,,,,,,,,
confetti_lose_white,sc/ui.sc,confetti_lose_white,30,1000,10000,10000,30,70,TRUE,0,360,0,0,0,1000,0,1000,8,0,0,,0,1000,20000,,,,,,,,,,,,,,,,,,
chest_open_A,sc/characters.sc,fx_starFlicker,150,500,4000,6000,,25,TRUE,250,290,0,0,200,800,0,500,10,0,360,,0,8000,10000,,,,,,,TRUE,,,,,,,,,,,
chest_open_B,sc/characters.sc,fx_starFlicker_glow,20,500,4000,6000,20,25,TRUE,250,290,0,0,200,800,0,500,10,0,360,,0,8000,10000,,,,,,,TRUE,,,,,,,,,,,
confetti_purple_sml_A,sc/ui.sc,confetti_X_blue,15,50,300,600,20,25,TRUE,0,360,88,92,8000,10000,0,4000,45,0,360,,0,2000,4000,,,,,TRUE,,,,,,,,,,,,,
,,confetti_X_green,15,100,300,600,20,25,TRUE,0,360,88,92,8000,10000,0,4000,45,0,360,,0,2000,4000,,,,,TRUE,,,,,,,,,,,,,
confetti_purple_sml_B,sc/ui.sc,confetti_X_purple,15,150,300,600,20,25,TRUE,0,360,88,92,8000,10000,0,4000,45,0,360,,0,2000,4000,,,,,TRUE,,,,,,,,,,,,,
confetti_purple_sml_C,sc/ui.sc,confetti_X_white,15,50,300,600,20,25,TRUE,0,360,88,92,8000,10000,0,4000,45,0,360,,0,2000,4000,,,,,TRUE,,,,,,,,,,,,,
,,confetti_X_yellow,15,75,300,600,20,25,TRUE,0,360,88,92,8000,10000,0,4000,45,0,360,,0,2000,4000,,,,,TRUE,,,,,,,,,,,,,
space_lazer_trail,sc/characters.sc,fx_space_lazer_pulse,1,1,300,400,35,35,,0,0,0,0,0,0,0,0,0,0,0,,550,0,0,TRUE,,,,,,,,,,,,,,,,,
,,fx_space_lazer_pulse1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,
space_lazer_strikes,sc/characters.sc,sfx_vertStrike_reverce,12,100,400,500,80,40,TRUE,0,360,0,90,5,5,10,0,10,0,360,TRUE,2000,0,0,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,
map_chest_anim,sc/ui.sc,fx_map_chest_anim,1,1,2500,2500,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
ship_chest_anim,sc/ui.sc,fx_map_chest_anim,1,1,2500,2500,150,150,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
barrel_bust_top,sc/common.sc,fx_barrel_exp_top,1,1,400,600,100,100,,-90,-90,0,0,2000,2500,0,0,100,-50,50,,0,0,0,,,,,TRUE,,,,,,,,,,,,,
barrel_bust_rim,sc/common.sc,fx_barrel_exp_rim,1,1,400,450,100,100,,-90,-90,0,0,1500,2000,0,0,150,-50,50,,0,0,0,,,,,TRUE,,,,,,,,,,,,,
barrel_bust_w_1,sc/common.sc,fx_barrel_exp_W_1,1,1,300,350,100,100,,90,90,0,0,100,200,0,0,250,-20,20,TRUE,0,200,400,TRUE,,,,TRUE,,,,,,,,,,,,,
barrel_bust_w_2,sc/common.sc,fx_barrel_exp_W_2,1,1,300,350,100,100,,0,0,0,0,100,200,0,0,250,-20,20,TRUE,0,200,400,TRUE,,,,TRUE,,,,,,,,,,,,,
barrel_bust_w_3,sc/common.sc,fx_barrel_exp_W_3,1,1,300,350,100,100,,-45,-45,0,0,100,200,0,0,250,-20,20,TRUE,0,200,400,TRUE,,,,TRUE,,,,,,,,,,,,,
barrel_bust_w_2b,sc/common.sc,fx_barrel_exp_W_2b,1,1,300,350,100,100,,180,180,0,0,100,200,0,0,250,-20,20,TRUE,0,200,400,TRUE,,,,TRUE,,,,,,,,,,,,,
barrel_bust_w_3b,sc/common.sc,fx_barrel_exp_W_3b,1,1,300,350,100,100,,-90,-90,0,0,100,200,0,0,250,-20,20,TRUE,0,200,400,TRUE,,,,TRUE,,,,,,,,,,,,,
barrel_smoke,sc/characters.sc,smokeTrail_01,40,100,800,1400,110,10,TRUE,0,360,0,0,20,50,5000,0,500,,,,200,500,600,,,TRUE,,,,,,,,,,,,,,,
,,smokeTrail_02,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,smokeTrail_03,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
yellow_star_explode__full_screen,sc/characters.sc,fx_pop_starYellow_01,200,8500,2000,4000,50,150,,0,360,0,360,2000,6000,0,0,20,0,50,,200,300,500,,,,,,,TRUE,,,,,,,,,,,
blue_star_explode_full_screen,sc/characters.sc,fx_pop_starBlue_01,200,8500,1500,3000,20,90,,0,360,0,360,3000,8000,0,0,30,0,50,,50,300,500,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,
yellow_star_explode_sml_full_screen,sc/characters.sc,fx_pop_starYellow_01,200,8500,1000,2000,5,20,TRUE,0,360,0,360,2000,7500,0,0,10,0,50,,200,300,500,,,,,,,TRUE,,,,,,,,,,,
yellow_star_diag_swoosh,sc/characters.sc,fx_pop_starYellow_01,100,1000,1000,2000,5,40,TRUE,-15,-19,15,19,3000,8000,0,0,0,0,50,,200,0,100,,,,,,,TRUE,,,,,,,,,,,
yellow_star_fall,sc/characters.sc,fx_pop_starYellow_01,50,1,2000,4000,100,50,,0,360,0,360,150,200,0,2500,0,0,50,,200,300,500,,,,,,,TRUE,,,,,,,,,,,
water_emitter,sc/characters.sc,sfx_cloud_01,20,50,200,400,10,20,,0,360,0,360,100,600,50,3000,500,0,0,,800,1000,2200,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
water_ring,sc/characters.sc,fx_impactRing5,1,1,200,300,0,20,,0,0,0,0,,,0,0,0,0,0,TRUE,300,,,,,TRUE,,,,,,,,,,,,,,,
water_emitter_big,sc/characters.sc,sfx_cloud_01,80,50,600,1200,7,14,,-120,-60,0,70,500,1000,50,5000,100,0,0,,800,1000,2200,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
water_ring_big,sc/characters.sc,fx_impactRing5,1,1,300,500,0,20,,0,0,0,0,,,0,0,0,0,0,TRUE,300,,,,,TRUE,,,,,,,,,,,,,,,
cloud_emitter,sc/characters.sc,sfx_cloud_01,2,40,200,300,80,40,,0,360,0,360,50,150,0,500,500,0,0,,800,1000,2200,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
cloud_emitter2,sc/characters.sc,smokeTrail_01,40,50,300,800,50,10,TRUE,0,360,0,0,50,75,5000,0,250,,,,200,1500,2200,,,TRUE,,,,,,,,,,,,,,,
,,smokeTrail_02,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,smokeTrail_03,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
single_sling_emitter1,sc/characters.sc,fx_pop_starYellow_01,150,50,200,500,10,50,TRUE,0,360,0,360,2500,2700,0,0,10,0,50,,200,300,1000,,,,,,,TRUE,,,,,,,,,,,
,,fx_pop_starBlue_01,150,100,200,500,10,50,,0,360,0,360,2500,2700,0,0,30,0,50,,200,300,1000,,,TRUE,,,,TRUE,,,,,,,,,,,
owl_lazer,sc/characters.sc,fx_owl_lazer,1,1,400,400,100,100,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,,,,TRUE,,,,,,,,,,,,,,
single_sling_pop,sc/ui.sc,fx_pop_hotshot,1,1,1000,1000,100,100,,0,0,0,0,0,0,0,0,0,0,0,,200,120,0,TRUE,,,,,,,,,,,,,,,,,
yeti_ice_spikeA,sc/characters.sc,ice_spike_A,1,1,1200,1200,100,100,,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,
ice_stone_bounce,sc/characters.sc,ice_stoneA,2,100,1000,2000,80,50,TRUE,0,360,20,100,20,80,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
ice_stone_bounce2,sc/characters.sc,ice_stoneB,10,100,1000,2000,40,20,TRUE,0,360,20,90,20,80,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
ice_stone_bounce3,sc/characters.sc,ice_stoneC,2,100,1000,2000,80,50,TRUE,0,360,20,100,20,80,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
space_girl_lazer,sc/characters.sc,fx_space_lazerPulse,1,1,1000,1000,100,100,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,TRUE,,,TRUE,,,,,,,,,,,,,,
shield_disappear,sc/characters.sc,fx_bubbleBreak_master,1,500,200,200,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
shield_appear,sc/characters.sc,fx_bubbleAppear_master,1,500,400,400,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,TRUE,,,,,,,,,,,
fireball_trail_emitter_blue,sc/characters.sc,fire_fx_anim_reverse_blue,8,200,500,1200,150,20,TRUE,0,100,,,0,300,,-50,10,,,,1000,500,800,TRUE,TRUE,,,,,,,,,,,,,,,,
,,smokeTrail_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireball_explosion_smoke1_blue,sc/characters.sc,smokeTrail_01_blue,60,150,500,2000,150,40,TRUE,0,360,0,20,20,50,4000,-100,100,,,,2500,5000,6000,TRUE,TRUE,,,,,,,,,,,,,,,,
,,smokeTrail_02_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,
,,smokeTrail_02_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fireball_stone_explosion_blue,sc/characters.sc,fx_stone_blue,60,50,200,900,60,15,TRUE,0,360,88,90,4000,4000,0,4500,20,0,360,,600,2000,2000,TRUE,,,true,TRUE,,,,,,,,,,,,,
,,smokeTrail_01_blue,,,1000,1800,100,35,TRUE,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
fireball_impact_stone_blue,sc/characters.sc,fx_stone_blue,4,100,600,1000,60,10,TRUE,0,0,90,90,1500,1500,0,5000,,0,180,,200,10000,14000,,,,,TRUE,,,,,,,,,,,,,
fireball_impact_stone1_blue,sc/characters.sc,fx_stone_blue,6,100,500,1000,30,10,TRUE,0,0,90,90,1500,1500,0,5000,,-180,0,,200,10001,14001,,,,,TRUE,,,,,,,,,,,,,
fireball_impact_stoneBounce_blue,sc/characters.sc,fx_stone_blue,8,100,400,2600,60,10,TRUE,0,0,90,90,0,0,0,0,,0,0,,200,10002,14002,TRUE,,,,TRUE,,,,,,,,,,,,,
fireball_impact_stoneBounce2_blue,sc/characters.sc,fx_stone_blue,4,100,600,2600,30,5,TRUE,0,0,90,90,0,0,0,0,,0,0,,200,10003,14003,TRUE,,,,TRUE,,,,,,,,,,,,,
fireball_ground_dark_blue,sc/characters.sc,smokeTrail_01_redFire2,15,200,2000,4500,10,150,TRUE,0,360,85,90,20,3000,,-50,100,,,,5000,5000,20000,TRUE,,,,,,,,,,,,,,,,,
aBoy_specialAttack_strikes,sc/characters.sc,sfx_vertStrike_reverce,20,120,150,250,200,30,TRUE,0,360,0,90,5,5,10,0,10,0,360,TRUE,2000,0,0,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,
aBoy_specialAttack_sparks,sc/characters.sc,smokeTrail_01_redFire,50,50,350,800,40,15,TRUE,0,360,88,90,8000,15000,-12000,1500,20,0,360,,1000,10000,12000,TRUE,,,,,,TRUE,,,,,,,,,,,
aBoy_specialImpact,sc/characters.sc,fx_starFlicker_glow,1,2,60,140,30,200,,0,190,0,360,200,500,0,0,5000,0,360,,20,200,5000,,,,true,,,TRUE,,,,,,,,,,,
princess_axe_lines,sc/characters.sc,sword_speed_trail,2,45,450,650,85,55,,0,0,0,0,1,4,10,0,10,,,,150,1500,1500,TRUE,,TRUE,,,,,,,,,,,,,,,
spell_collect_anim,sc/ui.sc,spell_collect,1,1,600,600,100,100,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,
tnt_explosion_palse,sc/characters.sc,explosion_bust,1,1,1000,1000,65,65,,0,0,0,0,0,0,0,0,0,0,0,,1000,0,0,TRUE,,,TRUE,,,,,,,,,,,,,,
implode_red_01,sc/characters.sc,fx_pop_starYellow_01,100,5,100,500,50,10,TRUE,0,360,0,0,800,1000,0,0,50,-30,30,TRUE,30,-20000,-34000,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,
implode_ring,sc/characters.sc,fx_impactRingA,1,20,250,250,80,1,,0,0,0,0,,,0,0,0,0,0,TRUE,300,,,,,,,,,TRUE,,,,,,,,,,,
implode_ring2,sc/characters.sc,fx_impactRingA,1,20,250,250,120,20,,0,0,0,0,,,0,0,0,0,0,TRUE,300,,,,,,,,,TRUE,,,,,,,,,,,
spell_impact,sc/characters.sc,fx_impactRing5,1,20,250,250,30,70,,0,0,0,0,,,0,0,0,0,0,TRUE,400,,,,,,,,,,,,,,,,,,,,
stone_bounce_small1,sc/characters.sc,fx_stoneBounce_red,2,100,1000,2000,80,50,TRUE,0,360,20,100,20,80,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
stone_bounce_small2,sc/characters.sc,fx_stoneBounce_red,10,100,1000,2000,40,20,TRUE,0,360,20,90,20,80,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
lightning_strike_spell,sc/characters.sc,fx_lightningStrike_spell,1,1,600,600,100,100,,0,0,0,0,0,0,0,0,0,0,0,,200,0,0,TRUE,,,TRUE,,,,,,,,,,,,,,
ice_cube_break_01,sc/characters.sc,ob_ice_cube_big_01_hit,1,1,160,160,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
ice_cube_break_02,sc/characters.sc,ob_ice_cube_big_02_hit,1,1,160,160,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
ice_cube_break_03,sc/characters.sc,ob_ice_cube_big_03_hit,1,1,300,300,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
ice_stone_bounce_big,sc/characters.sc,ice_stoneD,10,100,1000,2000,40,20,TRUE,0,360,20,90,60,160,0,0,,0,0,,0,200,6000,,,,,TRUE,,,,,,,,,,,,,
impact_ice_1,sc/characters.sc,fx_icecube_shard_01,5,5,200,300,100,15,TRUE,0,360,0,360,1000,2000,0,0,100,0,0,,200,0,2000,,,,,,,TRUE,,,,,,,,,,,
impact_ice_2,sc/characters.sc,fx_icecube_shard_02,5,5,200,300,100,15,TRUE,0,360,0,360,1000,2000,0,0,100,0,0,,200,0,2000,,,,,,,TRUE,,,,,,,,,,,
impact_attack_ice1,sc/characters.sc,fx_impactRing_ice,1,1,200,200,70,100,,0,0,0,0,,,0,0,0,0,0,TRUE,100,,,,,TRUE,,,,,,,,,,,,,,,
impact_attack_ice2,sc/characters.sc,fx_impactRing_ice,1,1,200,200,55,80,,0,0,0,0,,,0,0,0,0,0,TRUE,100,,,,,TRUE,,,,,,,,,,,,,,,
impact_attack_ice3,sc/characters.sc,fx_impactRing_ice,1,1,200,200,40,60,,0,0,0,0,,,0,0,0,0,0,TRUE,100,,,,,TRUE,,,,,,,,,,,,,,,
impact_attack_iceRing1,sc/characters.sc,fx_impactRingB,1,1,500,500,95,100,,0,0,0,0,,,0,0,0,0,0,TRUE,500,,,,,,,,,,,,,,,,,,,,
impact_attack_iceRing2,sc/characters.sc,fx_impactRingB,1,1,500,500,75,80,,0,0,0,0,,,0,0,0,0,0,TRUE,500,,,,,,,,,,,,,,,,,,,,
impact_attack_iceRing3,sc/characters.sc,fx_impactRingB,1,1,500,500,55,60,,0,0,0,0,,,0,0,0,0,0,TRUE,500,,,,,,,,,,,,,,,,,,,,
snowman_drop_01,sc/characters.sc,fx_chr_snowBallStack01_death,1,1,500,500,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
snowman_drop_02,sc/characters.sc,fx_chr_snowBallStack02_death,1,1,500,500,100,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,
