TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN,KR
TID_SWITCH,Switch,,,,,,,,,,,
TID_HERO,Hero,,,,,,,,,,,
TID_BUTTON_HSCORE,Scores,,,,,,,,,,,
TID_BUTTON_HSCORE_TEMP,!!!,,,,,,,,,,,
TID_HISCORES_TEAM,Team Hiscores,,,,,,,,,,,
TID_HISCORES_PLAYER,Player Hiscores,,,,,,,,,,,
TID_HISCORES_LEAGUES,My Rank,,,,,,,,,,,
TID_EMOTE1,Good luck!,,,,,,,,,,,
TID_EMOTE2,Well played!,,,,,,,,,,,
TID_EMOTE3,Oops!,,,,,,,,,,,
TID_EMOTE4,You're welcome!,,,,,,,,,,,
TID_EMOTE5,Sorry,,,,,,,,,,,
TID_EMOTE6,Thanks!,,,,,,,,,,,
TID_EMOTE_PRINCESS,The mighty axe!,,,,,,,,,,,
TID_EMOTE_WIZARD,Flame grilled!,,,,,,,,,,,
TID_EMOTE_FAIRY,"Twinkle, twinkle, BOOM!",,,,,,,,,,,
TID_EMOTE_GENIE,Alakazam wham!,,,,,,,,,,,
TID_EMOTE_TNT,BOOM!,,,,,,,,,,,
TID_EMOTE_ADVBOY,LOL,,,,,,,,,,,
TID_EMOTE_MUMMY,I'll wrap you up,,,,,,,,,,,
TID_EMOTE_YETI,Is it getting cold in here?,,,,,,,,,,,
TID_EMOTE_PIRATE,Cannon Ball!,,,,,,,,,,,
TID_EMOTE7,Wow!,,,,,,,,,,,
TID_EMOTE8,Aaargh!,,,,,,,,,,,
TID_EMOTE9,Awesome!,,,,,,,,,,,
TID_EMOTE10,Spare me!,,,,,,,,,,,
TID_EMOTE11,I have a strategy.,,,,,,,,,,,
TID_EMOTE12,"Ok, plan B",,,,,,,,,,,
TID_EMOTE13,That was lucky!,,,,,,,,,,,
TID_EMOTE14,Surprise!,,,,,,,,,,,
TID_EMOTE15,Thumbs up!,,,,,,,,,,,
TID_EMOTE16,That was nasty!,,,,,,,,,,,
TID_EMOTE17,Fail!,,,,,,,,,,,
TID_EMOTE18,Hurry up please!,,,,,,,,,,,
TID_EMOTE19,How predictable,,,,,,,,,,,
TID_EMOTE20,My favorite hero,,,,,,,,,,,
TID_EMOTE21,Humiliation!,,,,,,,,,,,
TID_EMOTE22,EPIC!,,,,,,,,,,,
TID_EMOTE23,#@$!!!,,,,,,,,,,,
TID_EMOTE24,Where did they go?,,,,,,,,,,,
TID_EMOTE25,What the !?,,,,,,,,,,,
TID_DECO_FLAG,Decorative Flag,,,,,,,,,,,
TID_DECO_FLAG_NAT,National Flag,,,,,,,,,,,
TID_DECO_FLAG_NZ,New Zealand,,,,,,,,,,,
TID_DECO_FLAG_WALES,Wales,,,,,,,,,,,
TID_DECO_FLAG_US,USA,,,,,,,,,,,
TID_DECO_FLAG_UK,United Kingdom,,,,,,,,,,,
TID_DECO_FLAG_FI,Finland,,,,,,,,,,,
TID_DECO_FLAG_DK,Denmark,,,,,,,,,,,
TID_DECO_FLAG_ROMANIA,Romania,,,,,,,,,,,
TID_DECO_FLAG_AUSTRALIA,Australia,,,,,,,,,,,
TID_DECO_FLAG_CANADA,Canada,,,,,,,,,,,
TID_DECO_FLAG_PIRATE,Jolly Roger,,,,,,,,,,,
TID_DECO_FLAG_PINK_PIRATE,Jolly Rosie,,,,,,,,,,,
TID_DECO_FLAG_CHINA,China,,,,,,,,,,,
TID_DECO_FLAG_GERMANY,Germany,,,,,,,,,,,
TID_DECO_FLAG_JAPAN,Japan,,,,,,,,,,,
TID_DECO_FLAG_RUSSIA,Russia,,,,,,,,,,,
TID_DECO_FLAG_SOUTH_KOREA,South Korea,,,,,,,,,,,
TID_DECO_FLAG_TAIWAN,Taiwan,,,,,,,,,,,
TID_DECO_FLAG_SINGAPORE,Singapore,,,,,,,,,,,
TID_DECO_COSTUME_ADVBOY,Metal sword,,,,,,,,,,,
TID_DECO_COSTUME_WIZARD,Black robe,,,,,,,,,,,
TID_DECO_BUY,Buy,,,,,,,,,,,
TID_TAUNT_UNLOCK_HERO,Unlock <hero> first.,,,,,,,,,,,
TID_TAUNT_INSUFFICIENT_LEVEL,Unlocks on XP Level <level>.,,,,,,,,,,,
TID_DECO_CONFIRM,Confirm,,,,,,,,,,,
TID_TAUNT_CONFIRM_TEXT,Do you wish to buy this chat?,,,,,,,,,,,
TID_TAUNT_CONFIRM_TEXT_EQUIP,Do you wish to use this chat?,,,,,,,,,,,
TID_DECO_CONFIRM_TEXT,Do you wish to buy this costume?,,,,,,,,,,,
TID_DECO_FLAG_CONFIRM_TEXT,Do you wish to buy this flag?,,,,,,,,,,,
TID_DECO_FLAG_CONFIRM_TEXT_FLAG_BOUGHT,Do you wish to buy this flag?\n\nIt will be added to your collection and you can choose which flag to display.,,,,,,,,,,,
TID_DECO_UNEQUIP_TEXT,Do you wish to unequip this costume?,,,,,,,,,,,
TID_DECO_FLAG_UNEQUIP_TEXT,Do you wish to unequip this flag?,,,,,,,,,,,
TID_DECO_EQUIP_TEXT,Do you wish to equip this costume? Any previously equipped costume will be put back to shop.,,,,,,,,,,,
TID_DECO_FLAG_EQUIP_TEXT,Aaargh!,,,,,,,,,,,
TID_TAUNT_CONFIRM_SELECT,Select Chat to replace,,,,,,,,,,,
TID_ENTER_LEVEL_BUTTON,Play,,,,,,,,,,,
TID_NAME_TOO_SHORT,Please enter a longer name,,,,,,,,,,,
TID_QUEST_ITEM_COMPLETED,Completed,,,,,,,,,,,
TID_MUMMY,Mini Mummé,,,,,,,,,,,
TID_BUTTON_TAUNT_BUTTON,�š�,,,,,,,,,,,
TID_WAIT_FOR_ENEMY_SWAP_CHAR,Choose active character during your turn!,,,,,,,,,,,
TID_BUTTON_HOME_FROM_MAP,Home,,,,,,,,,,,
TID_UNLOCK_HELPER,<hero> unlocks at\nXP Level <number>,,,,,,,,,,,
TID_HERO_UNLOCK,Hero unlocks at,,,,,,,,,,,
TID_LEVEL_LOCKED,Complete previous level first,,,,,,,,,,,
TID_QUEST_UNLOCK_HELPER,<quest> unlocks at <c3>XP Level <number></c>,,,,,,,,,,,
TID_QUEST_UNLOCK_HELPER_QUEST,<quest> unlocks after <c3><name></c>,,,,,,,,,,,
TID_TUTORIAL_SPECIAL_ABILITY,Charge up your special ability with combo bounces,,,,,,,,,,,
TID_TUTORIAL_TEAM,Switch hero by pressing buttons below,,,,,,,,,,,
TID_TUTORIAL_UPGRADE_CHARACTERS,Upgrade your heroes in the shop to beat this level,,,,,,,,,,,
TID_TUTORIAL_FLICK_SLOWER,Hold your finger on the screen to aim and release when you are ready!,,,,,,,,,,,
TID_QUEST_DESCRIPTION,Play level <num>/<num2>,,,,,,,,,,,
TID_QUEST_DESCRIPTION_COMPLETED,Replay a randomly chosen level,,,,,,,,,,,
TID_QUEST_DESCRIPTION_COMPLETED_CHEST_REPLAY,Replay a random level. You will get a <c3>chest</c> after <num> victories,,,,,,,,,,,
TID_QUEST_DESCRIPTION_COMPLETED_CHEST_REPLAY_ONE_WIN,Replay a random level. You will be rewarded with a <c3>chest</c> if you are victorious!,,,,,,,,,,,
TID_QUEST_DESCRIPTION_MULTIPLAYER,Play a multiplayer match.,,,,,,,,,,,
TID_UPDATING_CONTENT,Updating content,,,,,,,,,,,
TID_STREAM_TAB1,CHAT,,,,,,,,,,,
TID_STREAM_TAB2,TEAM CHAT,,,,,,,,,,,
TID_STREAM_SENDER_YOU,You,,,,,,,,,,,
TID_STREAM_NUMBER_MAX,<MAX>+,,,,,,,,,,,
TID_CHAT_INFO,Smash Land Chat,,,,,,,,,,,
TID_CHAT_WELCOME,"Welcome to the global chat.\n\nPlease be respectful and polite towards others. Offensive behavior is not tolerated.\n\nDo not share any private information (email, phone number, address, passwords)!",,,,,,,,,,,
TID_STREAM_ENTRY_AGE,<time> ago,,,,,,,,,,,
TID_PUSH_MATCHMAKING,<player> is looking for a fling!,,,,,,,,,,,
TID_PUSH_COMPLETED,<player> completed <name>!,,,,,,,,,,,
TID_PUSH_PROGRESS_MULTIPLE_COMPLETE,<player> earned stars on multiple team goals!,,,,,,,,,,,
TID_PUSH_PROGRESS_COMPLETE,<player> earned star for <name>,,,,,,,,,,,
TID_PUSH_PROGRESS_MULTIPLE,<player> progressed multiple team goals!,,,,,,,,,,,
TID_PUSH_PROGRESS,<player> progressed <name>,,,,,,,,,,,
TID_JOIN_ALLIANCE_HELPER,Join a Team for big rewards!\n\n Work together on Team Goals for bonus Diamonds and become the best Team in the world!,,,,,,,,,,,
TID_ALLIANCES_NOT_UNLOCKED,Teams are available when you reach\n\n<c3>XP Level <number></c>\n\nJoin a Team for big rewards!\n\n Work together on Team Goals for bonus Diamonds and become the best Team in the world!,,,,,,,,,,,
TID_ALLIANCES_NOT_UNLOCKED_WHEN_JOINING,Teams unlock on XP Level <number>,,,,,,,,,,,
TID_ALLIANCE_MAIL_NOTIFICATION,You have a new team mail!,,,,,,,,,,,
TID_TEAM_CHALLENGE_NOTIFICATION,<player> is looking for a fling!,,,,,,,,,,,
TID_XP_LEVEL_UP,XP Level up!,,,,,,,,,,,
TID_TEAM_SCREEN,Unlock more heroes to modify your lineup!,,,,,,,,,,,
TID_VIEW_CHAR_STATS,<hero> Level,,,,,,,,,,,
TID_SHOP_HEROES,Heroes,,,,,,,,,,,
TID_SHOP_DECOS,Extras,,,,,,,,,,,
TID_SHOP_FLAGS,Flags,,,,,,,,,,,
TID_SHOP_TAUNTS,Chats,,,,,,,,,,,
TID_SHOP_BOOSTERS,Boosters,,,,,,,,,,,
TID_SHOP_RESOURCES,Resources,,,,,,,,,,,
TID_SHOP_TAUNTS_LOCKED,Chats are unlocked with multiplayer.,,,,,,,,,,,
TID_SHOP_ITEMS,Items,,,,,,,,,,,
TID_UPGRADE_ITEM,Upgrade Item,,,,,,,,,,,
TID_EQUIP_ITEM,Equip,,,,,,,,,,,
TID_UNEQUIP_ITEM,Unequip,,,,,,,,,,,
TID_CHOOSE_ITEM,Choose Item,,,,,,,,,,,
TID_ITEM_UNLOCK_CONDITION,This Item unlocks at <c3>XP level <num></c>,,,,,,,,,,,
TID_ITEM_UPGRADE_CONDITION,Next upgrade at <c3>XP level <num></c>,,,,,,,,,,,
TID_UNEQUIP_TIP,Item is already attached. It needs to be removed first! Removing will take <time>,,,,,,,,,,,
TID_UNEQUIP_ALREADY_ATTACHED,Item is already attached to this hero!,,,,,,,,,,,
TID_CHOOSE_ITEM_TO_EQUIP,Choose item to equip first!,,,,,,,,,,,
TID_ITEM_UNEQUIPPED,Item can be equipped again in <time>,,,,,,,,,,,
TID_ITEM_EQUIPPED,Item Equipped On Hero!,,,,,,,,,,,
TID_ITEM_BUY_TITLE,Unlock Item,,,,,,,,,,,
TID_ITEM_ON_MAX_LEVEL_TITLE,Item on Maximum Level,,,,,,,,,,,
TID_ITEMS_TITLE,Items,,,,,,,,,,,
TID_ITEM_UPGRADE_TITLE,Upgrade Item,,,,,,,,,,,
TID_ITEM_BOUGHT,Item Unlocked!,,,,,,,,,,,
TID_ITEM_UPGRADED,Item Upgraded!,,,,,,,,,,,
TID_ITEM_GET_ENERGY,Energy Recycler,,,,,,,,,,,
TID_ITEM_GET_ENERGY_INFO,After playing a match with hero who has <name> you get 1 Energy Refund!,,,,,,,,,,,
TID_ITEM_HP_PLUS,Galaxy Defender,,,,,,,,,,,
TID_ITEM_HP_PLUS_INFO,Increases wearing hero's hitpoints by <num>%,,,,,,,,,,,
TID_ITEM_DMG_PLUS,Smack Attack ,,,,,,,,,,,
TID_ITEM_DMG_PLUS_INFO,Increases attack damage of hero equipped with <name> by <num>%,,,,,,,,,,,
TID_ITEM_START_COMBO,Combo Cruncher,,,,,,,,,,,
TID_ITEM_START_COMBO_INFO,Hero wearing <name> starts matches with his combo counter <num> closer to special move!,,,,,,,,,,,
TID_ITEM_START_SHIELD,Bubble Armor,,,,,,,,,,,
TID_ITEM_START_SHIELD_INFO,Hero equipped with <name> starts battles with Shield,,,,,,,,,,,
TID_ITEM_SPECIAL_ATT_PLUS,Mega Flex,,,,,,,,,,,
TID_ITEM_SPECIAL_ATT_PLUS_INFO,Hero wearing <name> does <num>% more damage with his special attacks!,,,,,,,,,,,
TID_ITEM_GET_GOLD,Robber's Hood,,,,,,,,,,,
TID_ITEM_GET_GOLD_INFO,Hero wearing <name> increases your gold earnings by <num>%,,,,,,,,,,,
TID_ITEM_GET_XP,Plunder Thunder,,,,,,,,,,,
TID_ITEM_GET_XP_INFO,Hero wearing <name> increases your XP rewards by <num>%,,,,,,,,,,,
TID_ITEM_GET_BARREL_HP,Lucky Fix,,,,,,,,,,,
TID_ITEM_GET_BARREL_HP_INFO,Hero equipped with <name> increases your teams chance of receivings hearts from Barrels by <num>%,,,,,,,,,,,
TID_ITEM_GET_DOUBLE_DMG,Adventurer's Snap,,,,,,,,,,,
TID_ITEM_GET_DOUBLE_DMG_INFO,Hero who wears this deals <c3>DOUBLE DAMAGE</c> on <c3>FIFTH HIT</c> of his move!,,,,,,,,,,,
TID_ITEM_GIVE_PLUS_COMBO,Captain's Bounce,,,,,,,,,,,
TID_ITEM_GIVE_PLUS_COMBO_INFO,Hero wearing this item gives friend heroes extra +<num> to <c3>COMBO COUNTER</c> when bouncing into them.,,,,,,,,,,,
TID_ITEM_SPECIAL_HP,Power Protector,,,,,,,,,,,
TID_ITEM_SPECIAL_HP_INFO,Hero wearing this item gains <num>% hitpoints whenever enemy hero fills up his <c3>COMBO COUNTER</c>!,,,,,,,,,,,
TID_INVALID_NAME,Invalid name! Please try another one.,,,,,,,,,,,
TID_FORCED_UPGRADE,<c4>UPGRADE</c> available!,,,,,,,,,,,
TID_EVENT_LOG,Event Log,,,,,,,,,,,
TID_VS,VS,,,,,,,,,,,
TID_YOU_WON,YOU WON,,,,,,,,,,,
TID_YOU_LOST,YOU LOST,,,,,,,,,,,
TID_REPLAY_BUTTON_FAIL,Replay is no longer available!,,,,,,,,,,,
TID_SPECIAL_ATTACK_BOUNCES,Bounces: <bounces>,,,,,,,,,,,
TID_SPECIAL_ATTACK,Hero Power,,,,,,,,,,,
TID_PASSIVE_ABILITY,Hero Ability,,,,,,,,,,,
TID_SPECIAL_ADVBOY,Super Speed,,,,,,,,,,,
TID_SPECIAL_ADVBOY_DESC,Gives a burst of super speed and increases damage,,,,,,,,,,,
TID_SPECIAL_WIZARD,Fireball Punch,,,,,,,,,,,
TID_SPECIAL_WIZARD_DESC,Fireball creates area damage on impact,,,,,,,,,,,
TID_SPECIAL_MUMMY,Rays of Light,,,,,,,,,,,
TID_SPECIAL_MUMMY_DESC,Shoots 5 rays of super hot sunlight from a laser prism,,,,,,,,,,,
TID_SPECIAL_PIRATE,Pop n drop ,,,,,,,,,,,
TID_SPECIAL_PIRATE_DESC,Shoots a cannon ball and drops a dangerous cannon turret,,,,,,,,,,,
TID_SPECIAL_GENIE,Hat Trick Split,,,,,,,,,,,
TID_SPECIAL_GENIE_DESC,Splits into 3 hats shot in different directions,,,,,,,,,,,
TID_SPECIAL_LAZER_GIRL,Laser Pulse,,,,,,,,,,,
TID_SPECIAL_LAZER_GIRL_DESC,"Powerful laser pulse, damages all enemies in its path",,,,,,,,,,,
TID_SPECIAL_PRINCESS,Spinning Axe,,,,,,,,,,,
TID_SPECIAL_PRINCESS_DESC,"Bounces off walls, travels through enemies... and destroys",,,,,,,,,,,
TID_SPECIAL_YETI,Snow Fight,,,,,,,,,,,
TID_SPECIAL_YETI_DESC,Hurls snowballs to a targeted area and does random damage.,,,,,,,,,,,
TID_SPECIAL_BARREL,BOOM!,,,,,,,,,,,
TID_SPECIAL_BARREL_DESC,Flings towards enemy and drops explosive dynamite,,,,,,,,,,,
TID_SPECIAL_FAIRY,Heart Thief,,,,,,,,,,,
TID_SPECIAL_FAIRY_DESC,Deploys a magical ring that steals health from the enemy for her friends,,,,,,,,,,,
TID_ABILITY_ADVBOY,Deals <c3>DOUBLE DAMAGE</c> on <c3>FIFTH HIT</c> of his move!,,,,,,,,,,,
TID_ABILITY_ADVBOY_DESC,Deals <c3>DOUBLE DAMAGE</c> on <c3>FIFTH HIT</c> of his move!,,,,,,,,,,,
TID_ABILITY_WIZARD,Receives a shield when he gets his <c3>FIREBALL READY</c> or <c3>SHOOTS FIREBALL</c>.,,,,,,,,,,,
TID_ABILITY_WIZARD_DESC,Receives a shield when he gets his <c3>FIREBALL READY</c> or <c3>SHOOTS FIREBALL</c>.,,,,,,,,,,,
TID_ABILITY_MUMMY,<c3>Decreases</c> enemy <c3>COMBO COUNTER</c> when she deals damage.,,,,,,,,,,,
TID_ABILITY_MUMMY_DESC,<c3>Decreases</c> enemy <c3>COMBO COUNTER</c> when she deals damage.,,,,,,,,,,,
TID_ABILITY_PIRATE,Bouncing into friendly heroes gives extra +1 to <c3>COMBO COUNTER</c>.,,,,,,,,,,,
TID_ABILITY_PIRATE_DESC,Bouncing into friendly heroes gives extra +1 to <c3>COMBO COUNTER</c>.,,,,,,,,,,,
TID_ABILITY_GENIE,"When defeated, <c3>RESPAWNS</c> with full combo counter.",,,,,,,,,,,
TID_ABILITY_GENIE_DESC,"When defeated, <c3>RESPAWNS</c> with full combo counter.",,,,,,,,,,,
TID_ABILITY_LASER_GIRL,Friendly hero who touches Lazer Girl gets <c3>SHIELD</c>!,,,,,,,,,,,
TID_ABILITY_LASER_GIRL_DESC,Friendly hero who touches Lazer Girl gets <c3>SHIELD</c>!,,,,,,,,,,,
TID_ABILITY_PRINCESS,"Enchants the first enemy touched. Enchanted enemies deal <c3>reduced damage</c>, while she is alive.",,,,,,,,,,,
TID_ABILITY_PRINCESS_DESC,"Enchants the first enemy touched. Enchanted enemies deal <c3>reduced damage</c>, while she is alive.",,,,,,,,,,,
TID_ABILITY_YETI,When his <c3>COMBO COUNTER</c> fills <c3>ICE SHARDS</c> rain down from the sky!,,,,,,,,,,,
TID_ABILITY_YETI_DESC,When his <c3>COMBO COUNTER</c> fills <c3>ICE SHARDS</c> rain down from the sky!,,,,,,,,,,,
TID_ABILITY_BARREL,"When defeated, he drops an <c3>EXPLOSIVE TNT</c> to the playfield.",,,,,,,,,,,
TID_ABILITY_BARREL_DESC,"When defeated, he drops an <c3>EXPLOSIVE TNT</c> to the playfield.",,,,,,,,,,,
TID_ABILITY_FAIRY,Friendly heroes recover <c3>hitpoints</c> when they touch Elo,,,,,,,,,,,
TID_ABILITY_FAIRY_DESC,Friendly heroes recover <c3>hitpoints</c> when they touch Elo,,,,,,,,,,,
TID_JOIN_ALLIANCE,Join Team!,,,,,,,,,,,
TID_HISCORE_TAB3,Teams,,,,,,,,,,,
TID_HISCORE_TAB2,Players,,,,,,,,,,,
TID_HISCORE_TAB1,My Rank,,,,,,,,,,,
TID_HISCORE_GLOBAL,Global,,,,,,,,,,,
TID_HISCORE_FRIENDS,Friends,,,,,,,,,,,
TID_EVENTS_TAB1,Battle log,,,,,,,,,,,
TID_EVENTS_TAB2,Inbox,,,,,,,,,,,
TID_INBOX_EMPTY_TITLE,No New Messages,,,,,,,,,,,
TID_INBOX_EMPTY_MESSAGE,Your inbox doesn't have any messages,,,,,,,,,,,
TID_BATTLE_LOG_EMPTY_TITLE,No battle events,,,,,,,,,,,
TID_BATTLE_LOG_EMPTY_MESSAGE,Play multiplayer matches to get battle results and replays shown here.,,,,,,,,,,,
TID_CLAN_TROPHIES,Total trophies,,,,,,,,,,,
TID_CLAN_MEMBERS,Members,,,,,,,,,,,
TID_CLAN_TYPE,Type,,,,,,,,,,,
TID_CLAN_REQ_TROPHY,Required trophies,,,,,,,,,,,
TID_CLAN_TOTAL_STARS,Total Team Goal Stars,,,,,,,,,,,
TID_CLAN_LOCATION,Location,,,,,,,,,,,
TID_ACTIVE_IN,Active in:,,,,,,,,,,,
TID_VIEW_ALLIANCE_TAB1,Team,,,,,,,,,,,
TID_VIEW_ALLIANCE_TAB2,Team Goals,,,,,,,,,,,
TID_ALLIANCE_TAB1,Join Team,,,,,,,,,,,
TID_ALLIANCE_TAB2,Create New Team,,,,,,,,,,,
TID_ALLIANCE_EDIT_TEAM,Edit Team,,,,,,,,,,,
TID_ALLIANCE_TYPE_OPEN,Open,,,,,,,,,,,
TID_ALLIANCE_TYPE_CLOSED,Closed,,,,,,,,,,,
TID_ALLIANCE_TYPE_INVITE_ONLY,Invite only,,,,,,,,,,,
TID_ALLIANCE_PROMOTE_BUTTON,Promote to <role>,,,,,,,,,,,
TID_ALLIANCE_DEMOTE_BUTTON,Demote to <role>,,,,,,,,,,,
TID_INVITE_TO_TEAM_MESSAGE,You've been invited to join a Team,,,,,,,,,,,
TID_PROMOTE_CONFIRMATION_TITLE,Promote?,,,,,,,,,,,
TID_PROMOTE_CONFIRMATION,Do you wish to promote '<name>' to <role>?,,,,,,,,,,,
TID_PROMOTE_LEADER_CONFIRMATION_TITLE,Step Down?,,,,,,,,,,,
TID_PROMOTE_LEADER_CONFIRMATION,Make <name> the new Leader?,,,,,,,,,,,
TID_DEMOTE_CONFIRMATION_TITLE,Demote?,,,,,,,,,,,
TID_DEMOTE_CONFIRMATION,Demote <name> to Member?,,,,,,,,,,,
TID_KICK_FROM_TEAM_MESSAGE,You've been removed from the Team!,,,,,,,,,,,
TID_INVITE_BY,By: <name>,,,,,,,,,,,
TID_TEAM_MESSAGE_TITLE,Message Title,,,,,,,,,,,
TID_TEAM_MESSAGE,Message,,,,,,,,,,,
TID_TEAM_INVITE_ACCEPT_TITLE,Invitation accepted,,,,,,,,,,,
TID_TEAM_INVITE_REJECT_TITLE,Invitation rejected,,,,,,,,,,,
TID_TEAM_INVITE_ACCEPT_MESSAGE,<name> has accepted your invitation,,,,,,,,,,,
TID_TEAM_INVITE_REJECT_MESSAGE,<name> has rejected your invitation,,,,,,,,,,,
TID_INVITE_POPUP_TITLE,Invite to team?,,,,,,,,,,,
TID_INVITE_POPUP_TEXT,"<name> is not member of any team, send an invite?",,,,,,,,,,,
TID_BUTTON_ACCEPT,Accept,,,,,,,,,,,
TID_BUTTON_REJECT,Reject,,,,,,,,,,,
TID_SEARCH_TEAM,Search for a Team,,,,,,,,,,,
TID_SEARCH_TEAM_HINT,Please type the first letters of the Team you want to search for,,,,,,,,,,,
TID_VIEW_TEAM,Team Members,,,,,,,,,,,
TID_VIEW_TEAM_ACHIEVEMENT,Team Goals,,,,,,,,,,,
TID_PREV,<,,,,,,,,,,,
TID_NEXT,>,,,,,,,,,,,
TID_TEAM_NAME,Team name,,,,,,,,,,,
TID_TEAM_BADGE,Team badge,,,,,,,,,,,
TID_DESCRIPTION,Description,,,,,,,,,,,
TID_TYPE,Type,,,,,,,,,,,
TID_TROPHY_LIMIT,Trophy limit,,,,,,,,,,,
TID_CREATE_TEAM_BADGE_BUTTON,Browse,,,,,,,,,,,
TID_INVALID_DESCRIPTION,Invalid description! Please try another one.,,,,,,,,,,,
TID_TOO_SHORT_ALLIANCE_NAME,Please enter longer name,,,,,,,,,,,
TID_SELECT_TO_JOIN,SELECT A TEAM TO JOIN,,,,,,,,,,,
TID_SEARCH_FOR_TEAM,Or search for a Team,,,,,,,,,,,
TID_DISPLAYING_RESULT,Displaying results for '<term>',,,,,,,,,,,
TID_SEARCH_BUTTON,SEARCH,,,,,,,,,,,
TID_NO_SEARCH_RESULTS,No results for '<term>',,,,,,,,,,,
TID_LEAVE_BUTTON,Leave,,,,,,,,,,,
TID_EDIT_BUTTON,Edit,,,,,,,,,,,
TID_JOIN_BUTTON,Join,,,,,,,,,,,
TID_I,i,,,,,,,,,,,
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,Leave Team?,,,,,,,,,,,
TID_ALLIANCE_LEAVE_CONFIRMATION,Do you really want to leave the Team?,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_BANNED,"Can not join, you have been banned from this Team!",,,,,,,,,,,
TID_CHAT_FAIL_BANNED,You have been temporarily muted in the Global Chat.,,,,,,,,,,,
TID_CHAT_JUST_BANNED,Other players have reported you for inappropriate comments. You have been muted in the global chat.,,,,,,,,,,,
TID_ALLIANCE_ROLE_ADMIN,Admin,,,,,,,,,,,
TID_ALLIANCE_ROLE_CO_LEADER,Co-Leader,,,,,,,,,,,
TID_ALLIANCE_ROLE_LEADER,Leader,,,,,,,,,,,
TID_ALLIANCE_ROLE_MEMBER,Member,,,,,,,,,,,
TID_ALLIANCE_JOIN_OK,You are now a member of Team <name>!,,,,,,,,,,,
TID_SEARCH_STATUS,Searching for Teams...,,,,,,,,,,,
TID_ALLIANCE_CREATE_OK,You have successfully founded a new Team!,,,,,,,,,,,
TID_SEARCH_NO_RESULTS,No results found for '<term>',,,,,,,,,,,
TID_BUTTON_SAVE,Save,,,,,,,,,,,
JOIN_CLAN_REQUEST_POPUP_TITLE,Join <name>?,,,,,,,,,,,
TID_ALLIANCE_DEFAULT_JOIN_REQUEST_MESSAGE,"I'd like to join your Team, please?",,,,,,,,,,,
TID_BUTTON_SEND,Send,,,,,,,,,,,
TID_ALLIANCE_ACCEPTED_BY,Accepted by <name>,,,,,,,,,,,
TID_ALLIANCE_REJECTED_BY,Rejected by <name>,,,,,,,,,,,
TID_ACCEPT_ALLIANCE_JOIN_REQUEST,Accept join request?,,,,,,,,,,,
TID_STREAM_EVENT_ACCEPTED,was accepted to the Team by <name>,,,,,,,,,,,
TID_STREAM_EVENT_DEMOTED,was demoted by <name>,,,,,,,,,,,
TID_STREAM_EVENT_PROMOTED,was promoted by <name>,,,,,,,,,,,
TID_STREAM_EVENT_JOINED,joined the Team,,,,,,,,,,,
TID_STREAM_EVENT_KICKED,has been kicked out of the Team by <name>,,,,,,,,,,,
TID_STREAM_EVENT_LEFT,has left the Team,,,,,,,,,,,
TID_TITLE_REQUEST_TROOPS,Request Helper Hero,,,,,,,,,,,
TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE,I could use a Helper Hero,,,,,,,,,,,
TID_TROOP_REQUEST_SENT,Hero request was sent!,,,,,,,,,,,
TID_ALLIANCE_STREAM_THANKS,Thank you for borrowing the Hero!,,,,,,,,,,,
TID_ALLIANCE_STREAM_THANKS_NOT_ACTIVE,<c3><name></c> was borrowed,,,,,,,,,,,
TID_ALLIANCE_TROOP_RECEIVED,You have received level <level> <troop> from <avatar>!,,,,,,,,,,,
TID_ALLIANCE_TROOP_RELEASED,<c3><troop></c> has left your Team!,,,,,,,,,,,
TID_ALLIANCE_TROOP_RETURNED_BACK,Your <c3><troop></c> has returned home!,,,,,,,,,,,
TID_STREAM_DONATE_TEXT,needs helper hero,,,,,,,,,,,
TID_STREAM_DONATE_BUTTON,Borrow,,,,,,,,,,,
TID_ALLIANCE_STREAM_REWARD,You received <number>XP,,,,,,,,,,,
TID_ALLIANCE_DONATE_HEADER,Borrow Hero,,,,,,,,,,,
TID_VIEW_PROFILE_BUTTON,Profile,,,,,,,,,,,
TID_INVITE_BUTTON,Invite,,,,,,,,,,,
TID_VIEW_ALLIANCE,View Team,,,,,,,,,,,
TID_MUTE_PLAYER_BUTTON,Mute,,,,,,,,,,,
TID_PLAYER_MUTED,Player muted!,,,,,,,,,,,
TID_REPORT_PLAYER_BUTTON,Report,,,,,,,,,,,
TID_PLAYER_REPORTED_SUCCESSFULLY,Player reported!,,,,,,,,,,,
TID_PLAYER_ALREADY_REPORTED,You have already reported this player,,,,,,,,,,,
TID_TOO_MANY_REPORTS_SENT,Your daily reporting limit has exceeded,,,,,,,,,,,
TID_CHAT_REPORT_CONFIRMATION_TITLE,Report <name>?,,,,,,,,,,,
TID_CHAT_REPORT_CONFIRMATION,Are you sure you want to report <name> for inappropriate behavior?,,,,,,,,,,,
TID_KICK_OUT_FROM_ALLIANCE,Kick Out,,,,,,,,,,,
TID_KICK_DEFAULT_MESSAGE,"Sorry, we decided to kick you out of the Team.",,,,,,,,,,,
