Name,Sound,MinVolume,MaxVolume,MinPitch,MaxPitch,Priority,MaximumByType,Loop,PlayVariationsInSequence,PlayVariationsInSequenceManualReset,StartDelayMinMs,StartDelayMaxMs,PlayOnlyWhenInView,MaxVolumeScaleLimit,NoSoundScaleLimit,PadEmpyToEndMs
Jump Snake,sfx/snake_jump_01v2.wav,50,50,96,104,2,1,,,,,,,,,
Special Ready,sfx/special_ready_01.wav,100,100,100,100,1,1,,,,150,150,,,,
Coin Flip Lost,sfx/coinflip_lost_01.wav,60,60,100,100,1,1,,,,,,,,,
Coin Flip Won,sfx/coinflip_win_01.wav,60,60,100,100,1,1,,,,,,,,,
Confetti,sfx/confetti_03v2.wav,70,70,100,100,1,1,,,,,,,,,
Chest,sfx/chest_01.wav,60,60,100,100,1,1,,,,,,,,,
Level change,sfx/level_change_01.wav,60,60,100,100,1,1,,,,,,,,,
Wiz Dialog 1,sfx/wiz_dialog_01.wav,60,60,100,100,1,1,,,,,,,,,
Adv Boy Dialog 2,sfx/adv_dialog_02.wav,55,55,100,100,1,1,,,,,,,,,
Adv Boy Dialog 1,sfx/adv_boy_dialog_01.wav,60,60,100,100,1,1,,,,,,,,,
Wiz Dialog 2,sfx/wiz_dialog_02.wav,60,60,100,100,1,1,,,,,,,,,
Wiz Dialog 3,sfx/wiz_dialog_03.wav,60,60,100,100,1,1,,,,,,,,,
Achievement Unlock,sfx/achievement_unlock_01.wav,50,50,100,100,1,1,,,,,,,,,
Claim Achievement,sfx/claim_achievement_01.wav,50,50,100,100,1,1,,,,,,,,,
Life Clock,sfx/life_clock_01.wav,50,50,100,100,1,3,,,,,,,,,
Life Clock Out Of Time,sfx/life_clock_02.wav,50,50,100,100,1,3,,,,,,,,,
Boat Sails,sfx/boat_leave_02.wav,70,70,100,100,1,1,,,,,,,,,
Boat Arrive,sfx/boat_arrive_02.wav,70,70,100,100,1,1,,,,,,,,,
Bush Laugh,sfx/bush_laugh_01.wav,60,60,100,100,1,1,,,,,,,,,
Rankup,sfx/life_rankup_01.wav,70,70,100,100,1,1,,,,300,300,,,,
Rankdown,sfx/life_rankdown_01.wav,70,70,100,100,1,1,,,,300,300,,,,
Get diamonds,sfx/get_diamonds_01.wav,60,60,100,100,1,1,,,,,,,,,
Tap Chest,sfx/tap_water_chest_02.wav,75,75,100,100,1,1,,,,,,,,,
ConfettiRankup,sfx/confetti_03v2.wav,70,70,100,100,1,3,,,,,,,,,
CrownEarned,sfx/unlock_06.wav,70,70,100,100,1,1,,,,,,,,,
Diamonds bought,sfx/buy_diamonds_01.wav,70,70,100,100,1,1,,,,,,,,,
Big Coin,sfx/mega_coin_02.wav,60,60,100,100,1,3,,,,,,,,,
Get Crown,sfx/get_crown_01.wav,60,60,100,100,1,1,,,,,,,,,
Bush Take Damage,sfx/hit_walk_bush_02.wav,40,40,95,105,1,3,,,,,,,,,
Small Bushdie,sfx/small_bush_die_02.wav,50,50,95,105,1,3,,,,,,,,,
Hit Owl,sfx/hit_owl_02.wav,70,70,95,105,1,3,,,,,,,,,
Owl Fly,sfx/owl_fly_04.wav,60,60,95,105,1,3,,,,,,,,,
Owl Laser,sfx/owl_laser_01.wav,50,50,98,102,1,3,,,,,,,,,
Get Combo Plus 1,sfx/get_combo_plus_1.wav,50,50,100,100,1,4,,,,200,200,,,,
Get Combo Plus 2,sfx/get_combo_plus_2.wav,50,50,100,100,1,4,,,,200,200,,,,
Get Combo Plus 3,sfx/get_combo_plus_3.wav,50,50,100,100,1,4,,,,200,200,,,,
Get Combo Plus 4,sfx/get_combo_plus_4.wav,50,50,100,100,1,4,,,,200,200,,,,
Get Combo Plus 5,sfx/get_combo_plus_4.wav,50,50,100,100,1,4,,,,200,200,,,,
Get Combo Plus Full,sfx/get_combo_plus_full.wav,50,50,100,100,1,4,,,,200,200,,,,
Doubledamage,sfx/double_damage_01.wav,50,60,98,102,1,2,,,,,,,,,
Wizshield,sfx/wiz_shield_01.wav,50,50,98,102,1,2,,,,,,,,,
Hitshield,sfx/hit_wiz_shield_01.wav,60,60,97,103,1,4,,,,,,,,,
AdvBoyFlyToIsland,sfx/advboyseq01.wav,70,70,100,100,1,1,,,,,,,,,
Screenslide,sfx/smashslide_01.wav,60,60,100,100,1,4,,,,12000,12000,,,,
Heartappear,sfx/heart_appear_01.wav,50,50,100,100,1,2,,,,200,200,,,,
Bonusbarrelhit,sfx/bonusbarrel_hit_01.wav,50,50,96,104,1,5,,,,,,,,,
Nastyspawn,sfx/spawn_nasty_01.wav,50,50,100,100,1,2,,,,,,,,,
Buy energy,sfx/buy_energy_01.wav,70,70,100,100,1,2,,,,,,,,,
Buy booster,sfx/buy_booster_01.wav,70,70,100,100,1,2,,,,,,,,,
Buy coins,sfx/buy_coins_01.wav,60,60,100,100,1,2,,,,,,,,,
Beehive Die,sfx/beehive_die_01.wav,65,65,95,105,1,2,,,,,,,,,
Yeti Ice Storm,sfx/yeti_icestorm_01.wav,40,40,95,105,1,16,,,,,,,,,
Spell appear,sfx/spell_appear_01.wav,40,40,100,100,1,1,,,,,,,,,
Spell land,sfx/spell_land_01.wav,50,50,100,100,1,1,,,,,,,,,
Open backpack ingame,sfx/open_backpack_ingame_01.wav,50,50,98,102,1,1,,,,,,,,,
Close backpack ingame,sfx/close_backpack_ingame_01.wav,50,50,98,102,1,1,,,,,,,,,
Smash event,sfx/smash_event_01.wav,50,50,100,100,1,1,,,,,,,,,
Life grow spell,sfx/life_grow_spell_03.wav,50,50,100,100,1,1,,,,,,,,,
Life health spell,sfx/life_heart_spell_02.wav,50,50,100,100,1,1,,,,,,,,,
Life orb jingle,sfx/life_get_orbs_01_jingle.wav,60,60,100,100,1,1,,,,,,,,,
Life lightning,sfx/lightning_01.wav,40,50,95,105,1,16,,,,,,,,,
Snowman Attack,sfx/life_snowman_attack01.wav,50,50,95,105,1,16,,,,,,,,,
Snowman Land,,70,70,100,100,1,4,,,,,,,,,
Snowman Die,,50,50,95,105,1,16,,,,,,,,,
Ice Hit,sfx/life_ice_cube_hit01.wav,25,35,95,105,1,16,,,,,,,,,
Ice Hit Big,sfx/life_ice_cube_hit01.wav,25,35,95,105,1,16,,,,,,,,,
,sfx/life_ice_cube_hit02.wav,25,35,95,105,1,16,,,,,,,,,
Cube Die,sfx/life_ice_cube_break_01.wav,25,35,95,105,1,16,,,,,,,,,
Spell Cube Hit,sfx/hit_cube_02.wav,25,35,95,105,1,16,,,,,,,,,
Spell Cube Die,sfx/life_break_cube_01.wav,25,35,95,105,1,16,,,,,,,,,
Place Spell Cubes,sfx/life_drop_cube_02.wav,50,50,95,105,1,4,,,,,,,,,
Use Freeze Spell,sfx/ice_spell_hit_01.wav,60,60,97,103,1,4,,,,,,,,,
Move Ice Bucket,sfx/ice_bucket_walk_01.wav,20,30,97,103,1,4,,,,,,,,,
