"Name","Sound","Volume","MinPitch","MaxPitch","ParticleEmitter","CameraShake","AttachToParent","IsoLayer","Targeted","IgnoreTargetedScaling","StartOffset","UseFlashOffset","IsLaser","PlayDuringFastForward","StatusEffectTarget","StatusEffectTargetClass","StatusEffectType","UnitState","StatusEffectPriority","StatusEffectOverride","TriggerOnStatusRefresh","StatusEffectTriggerRateMs","StatusEffectChance","ColorEffectType","ColorEffectLengthMs","Color1Add","Color2Add","Color1Mul","Color2Mul","ColorEffectPhase","ColorEffectSpeed","ShakeEffectLengthMs","ShakeStrengthX","ShakeStrengthY","ShakeSpeedX","ShakeSpeedY"
"Snowfall East",,,,,"SnowFallE",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"SnowPuffE",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SnowPuffW",,,,,"SnowPuffW",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SnowPuffE",,,,,"SnowPuffE",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assault Troop Attack","sfx/assault_troop_shoot_01.wav",50,90,110,"Muzzle Flash rifle",,"true","objects","true","true",,"true",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunShell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assault Troop Hit","sfx/assault_troop_bullet_hit_01.wav",40,90,110,"General_bullet_hit",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heavy Gunner Attack","sfx/heavy_fire_01.wav",50,95,105,"MachineGunShell",,"true","objects","true","true",,"true",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MuzzleFlashHeavyGunner",,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heavy Gunner Hit","sfx/heavy_bullet_hit_01.wav",40,90,110,"General_bullet_hit",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_bullet_hit_01.wav",30,90,110,"General_bullet_hit_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muzzle Flash Tower","sfx/assault_troop_shoot_01.wav",50,90,110,"Muzzle_flash_tower",,"true","objects","true","true",210,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bazooka Unit Attack","sfx/bazooka_troop_fire_01.wav",50,90,110,"LaunchRocket_smoke",,"true","objects",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bazooka Unit Hit","sfx/bazooka_hit_01.wav",50,90,110,"Soot",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Attack Small Ground Flash",,,,,"Attack_ground_flash",,"true","ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Attack Ground Flash",,,,,,,"true","ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged Outpost 25%",,,,,"Smoke_Outpost_Continuous_25",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged Outpost 50%",,,,,"Smoke_Outpost_Continuous_25",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged Outpost 75%",,,,,"Burning_Outpost_50",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Burning_Outpost_Additive_50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke_Outpost_Continuous_50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged HQ 25%",,,,,"Smoke_Continuous_25",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged HQ 50%",,,,,"Smoke_Continuous_25",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damaged HQ 75%",,,,,"Burning_Building_50",,,"objects",,,900,,,,"Building",,"Fire",,,,,500,,,,,,,,,,,,,,
,,,,,"Burning_Building_Additive_50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke_Continuous_50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Empire HQ Damaged",,,,,"Hit Light2",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Wooden","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Blue","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Sawmill","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_radial_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Vault","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Stone","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Metal","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Empire Bunker Destroyed","sfx/building_destroyed_01.wav",70,85,95,"Soot",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_red_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Empire HQ Destroyed","sfx/building_destroyed_01.wav",70,85,95,"Explosion_radial_shine",150,,"top",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing_big_hq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"hq_crater",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground_hq",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_red",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flame_debris_hq",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"HQ_smokepuffs",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"wood_debris_hq",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree_2",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"hq_flame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"hq_flame_addative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_big_empireHQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink_hq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reef Mortar Hit","sfx/mortar_hit_01.wav",80,95,105,"bomb_crater_mortar",50,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Soot",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Particles5",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reef Building Destroyed Halo",,,,,,,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare1","sfx/flare_02.wav",70,95,102,"Flare_light1",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare2","sfx/flare_02.wav",70,95,102,"Flare_light2",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare3","sfx/flare_02.wav",70,95,102,"Flare_light3",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare4","sfx/flare_02.wav",70,95,102,"Flare_light4",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare5","sfx/flare_02.wav",70,95,102,"Flare_light5",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare6","sfx/flare_02.wav",70,95,102,"Flare_light6",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare7","sfx/flare_02.wav",70,95,102,"Flare_light7",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_smoke7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flare_sparks7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flare building",,,,,"Laser_target",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XP Gain","sfx/xp_gain_06.wav",90,100,100,"XP Gain",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Ready","sfx/building_finished_01.wav",100,100,100,"UpgradeCircle",,,"ground",,,,,,,,,,,1,,,,,"Pulse",2000,"#000000","#808080","#FFFFFF","#FFFFFF",,100,,,,,
,,,,,"BuildingUpgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"UpgradeStar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gunboat Ready","sfx/building_finished_01.wav",100,100,100,"UpgradeCircleGunboat",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"GunboatUpgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"UpgradeStar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landingcraft Ready","sfx/building_finished_01.wav",100,100,100,"UpgradeCircleLandingcraft",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"LandingcraftUpgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"UpgradeStar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Start Building","sfx/building_construct_07.wav",100,100,100,"Smoke",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrainingFinished","sfx/training_finished_03.wav",100,100,100,"TrainingFinished",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sell Item","sfx/sell_item_01.wav",70,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moving","sfx/moving_07.wav",60,110,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illegal Position","sfx/bad_move_06.wav",60,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Generic Placing","sfx/build_placing.wav",50,100,100,"Place",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Generic Hit",,65,100,100,"DefenceHit",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy Assault Troop","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag Assault Troop",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy Heavy Gunner","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag Heavy Gunner",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy Bazooka Unit","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag Bazooka Unit",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy Demolition Troop","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy Tank","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Troop Deploy AI Unit","sfx/deploy_boat_01.wav",50,100,100,"Deploy Flag",,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Assault Troop Disembark","sfx/assault_troop_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_disembark_02.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_disembark_03.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_disembark_04.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Sgt Disembark","sfx/hero_sgt_deploy_vo_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_deploy_vo_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_deploy_vo_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Sgt Boost","sfx/hero_sgt_combatfever_vo_01.wav",50,98,102,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_combatfever_vo_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_combatfever_vo_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctor Disembark","sfx/wd_deploy_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_deploy_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_deploy_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_deploy_04.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctor Atk","sfx/wd_atk_01.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctorCrittersVo","sfx/wd_critters_vo_01.wav",60,98,102,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_critters_vo_02.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_critters_vo_03.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctorShieldVo","sfx/witch_doctor_shield_01.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/witch_doctor_shield_02.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/witch_doctor_shield_03.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctorDefibVo","sfx/wd_defib_01.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/wd_defib_02.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
