"Name","DefenseValue","BuildingClass","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildCost","TownHallLevel","MaxStoredResource","UnlockProtoAtLevel","PrototypeCost","HousingSpace","ProducesResource","ResourcePerHour","ResourceMax","UnitProduction","UpgradesUnits","Hitpoints","RegenTime","AttackRange","AttackRate","Damage","MinAttackRange","DamageRadius","AttackSpread","BoostTimeMs","SpeedBoost","ArmorBoost","DamageBoost","CombatSetupTimeMs","CombatTeardownTimeMs","CombatTeardownDelayMs","ProtectedOutsideCombat","ExportNameSetup","SetupEffect","TurretAngleSetup","ExportNameTeardown","TeardownEffect","TurretAngleTeardown","ExportNameProtected","AmplifierRange","AmplifierDamage","HQShieldPercentage","LaserDistance","CreatesArtifacts","ArtifactType","ArtifactCapacity","PrototypeCapacity","ArtifactStorageCapacity","DeepseaDepth","StartingEnergy","EnergyGain","CanNotMove","ExplorableRegions","ReloadTime","ShotsBeforeReload","ResourceProtectionPercent","DamageOverFiveSeconds","XpGain","StunTimeMS","TID","InfoTID","SubtitleTID","SWF","ExportName","ExportNameTop","ExportNameNpc","ExportNameConstruction","BarrelType","ModelName","TextureName","EnemyTextureName","MeshName","ShadowModelName","ShadowMeshName","ShadowTextureName","Width","Height","Passable","ExportNameBuildAnim","DestroyEffect","ShatterEffect","AttackEffect","AttackEffect2","AttackEffect3","TurretX","HitEffect","HitEffect2","Projectile","ExportNameDamaged","ExportNameBase","ExportNameBaseIce","ExportNameBaseFire","ExportNameBaseCoop","ExportNameBaseCrab","PickUpEffect","PlacingEffect","DefenderCharacter","DefenderCount","DefenderZ","MissEffect","VillagerProbability","BuildingReadyEffect","ProjSkewing","ProjYScaling","ProjXOffset","RandomFrame","PrisonerCharacter","PrisonerCount","PrisonerLevel","ExportNameDestruct","DestructDelayMs","DestructRadius","DestructDamage","DestructSpeedBoost","DestructDamageBoost","DestructBoostDurationMs","DestructEffect","SpawnCharacter","Invisible","TroopPresets","AntiAirAttacks","TauntRange","Push","PanicDurationMs","AttackMovingOnly","IsHeroBoat"
,,,0,3,45,0,"19800,0,0",5,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,19,,,,,,"gunboat_lvl6",,,,,,"model/gunboat_lvl6.pvr","model/gunboat_lvl6.pvr","gunboat_lvl6Mesh","model/boat_shadows.sbm:35","gunboat_lvl6_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,4,0,0,"26400,4600,0",6,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,20,,,,,,"gunboat_lvl6",,,,,,"model/gunboat_lvl6.pvr","model/gunboat_lvl6.pvr","gunboat_lvl6Mesh","model/boat_shadows.sbm:35","gunboat_lvl6_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,5,0,0,"40000,7900,0",7,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,,,,,,,22,,,,,,"gunboat_lvl8",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl8Mesh","model/boat_shadows.sbm:35","gunboat_lvl8_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,6,0,0,"66000,14600,0",8,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,,,,,,,26,,,,,,"gunboat_lvl8",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl8Mesh","model/boat_shadows.sbm:35","gunboat_lvl8_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,8,0,0,"105000,24900,6600",9,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,,,,,,,28,,,,,,"gunboat_lvl10",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl10Mesh","model/boat_shadows.sbm:35","gunboat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,2,,,,,,
,,,0,10,0,0,"166000,42000,13400",10,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,,,,,,,34,,,,,,"gunboat_lvl10",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl10Mesh","model/boat_shadows.sbm:35","gunboat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,2,,,,,,
,,,0,12,0,0,"228000,82000,23800",11,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,,,,,,,37,,,,,,"gunboat_lvl10",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl10Mesh","model/boat_shadows.sbm:35","gunboat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,2,,,,,,
,,,0,14,0,0,"350000,163000,43000",12,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,,,,,,,40,,,,,,"gunboat_lvl10",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl10Mesh","model/boat_shadows.sbm:35","gunboat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,3,,,,,,
,,,0,18,0,0,"490000,297000,84000",13,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,,,,,,,46,,,,,,"gunboat_lvl10",,,,,,"model/gunboat_lvl10.pvr","model/gunboat_lvl10.pvr","gunboat_lvl10Mesh","model/boat_shadows.sbm:35","gunboat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,3,,,,,,
,,,0,20,0,0,"690000,600000,166000",14,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,,,,,,,54,,,,,,"gunboat_lvl15",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl15Mesh","model/boat_shadows.sbm:35","gunboat_lvl15_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,3,,,,,,
,,,1,0,0,0,"1200000,910000,330000",15,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3,,,,,,,64,,,,,,"gunboat_lvl15",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl15Mesh","model/boat_shadows.sbm:35","gunboat_lvl15_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,4,,,,,,
,,,1,4,0,0,"1710000,1530000,670000",16,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,,,,,,,73,,,,,,"gunboat_lvl17",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl17Mesh","model/boat_shadows.sbm:35","gunboat_lvl17_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,4,,,,,,
,,,1,8,0,0,"2450000,2020000,1280000",17,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3,,,,,,,77,,,,,,"gunboat_lvl18",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl18Mesh","model/boat_shadows.sbm:35","gunboat_lvl17_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,4,,,,,,
,,,1,12,0,0,"3030000,2760000,1810000",18,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,,,,,,,81,,,,,,"gunboat_lvl18",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl18Mesh","model/boat_shadows.sbm:35","gunboat_lvl18_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,5,,,,,,
,,,1,20,0,0,"3400000,3300000,2630000",19,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,,,,,,,83,,,,,,"gunboat_lvl18",,,,,,"model/gunboat_lvl18.pvr","model/gunboat_lvl18.pvr","gunboat_lvl18Mesh","model/boat_shadows.sbm:35","gunboat_lvl18_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,5,,,,,,
,,,1,22,0,0,"4470000,4300000,4130000",21,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,,,,,,,85,,,,,,"gunboat_lvl21",,,,,,"model/gunboat_lvl21.pvr","model/gunboat_lvl21.pvr","gunboat_lvl21Mesh","model/boat_shadows.sbm:35","gunboat_lvl18_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,6,,,,,,
,,,1,24,0,0,"5100000,4900000,4700000",22,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3,,,,,,,87,,,,,,"gunboat_lvl22",,,,,,"model/gunboat_lvl21.pvr","model/gunboat_lvl21.pvr","gunboat_lvl22Mesh","model/boat_shadows.sbm:35","gunboat_lvl18_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Gunboat Ready",,,,,,,,,,,,,,,,,,6,,,,,,
"Barrels",,"Npc",,,5,0,"30,30,30",1,,,,,,,,,,320,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_AI_HUT","TID_AI_HUT_INFO",,"sc/in-game.sc","npc_barrels",,,"gen_build_3",,,,,,,,,2,2,,"empty_state","Empire Bunker Destroyed","FrozenDefenceShatter",,,,,,,,"gen_destroyed_2","reef_b_base_barrels","reef_b_base_barrels_ice","reef_b_base_barrels","reef_b_base_barrels","reef_b_base_barrels","Building Pickup","Building Placing",,,,,10,"Building Ready",15,90,-100,,,,,,,,,,,,,,,,,,,,,
"Boat",,"Army",0,0,0,3,"150,0,0",1,,,,5,,,,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,1,,"TID_BUILDING_LANDING_SHIP","TID_BUILDING_LANDING_SHIP_INFO","TID_BUILDING_LANDING_SHIP_SUBTITLE","sc/boats.sc","boat_lvl1",,,"empty3x3",,"model/landing_ship.sbm:22","model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl1Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl1_shadow","model/boat_shadows.pvr",3,3,,"empty_state","Building Destroyed","FrozenDefenceShatter",,,,,,,,"gen_destroyed_5","empty_state","empty_state","empty_state","empty_state","empty_state","Water Craft Pickup","Water Craft Placing",,,,,10,"Landingcraft Ready",15,90,-100,,,,,,,,,,,,,,,,,,,,,
,,,0,0,2,0,"250,0,0",1,,,,6,,,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"boat_lvl2",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl2Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl2_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,45,0,"3200,0,0",3,,,,7,,,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,"boat_lvl3",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl3Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl3_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,1,30,0,"9400,0,0",4,,,,8,,,,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,"boat_lvl4",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl4Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl4_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,2,0,0,"18300,0,0",5,,,,9,,,,9,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,"boat_lvl4",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl5Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl5_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,2,30,0,"24400,4300,0",6,,,,10,,,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,"boat_lvl4",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl6Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl6_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,3,0,0,"37000,7400,0",7,,,,11,,,,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,"boat_lvl4",,,,,,"model/landing_ship.pvr","model/landing_ship.pvr","landing_boat_lvl7Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl7_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,4,0,0,"62000,13500,0",8,,,,12,,,,12,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,"boat_lvl8",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl8Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl8_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,5,0,0,"97000,23100,6200",9,,,,13,,,,13,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,"boat_lvl8",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl9Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl9_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,6,0,0,"154000,39000,12500",10,,,,14,,,,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,"boat_lvl10",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl10Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl10_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,7,0,0,"212000,77000,22100",11,,,,15,,,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,"boat_lvl10",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl11Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl11_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,8,0,0,"320000,151000,40000",12,,,,16,,,,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,"boat_lvl10",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl12Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl12_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,10,0,0,"460000,276000,79000",13,,,,17,,,,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,"boat_lvl10",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl13Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl13_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,12,0,0,"640000,560000,155000",14,,,,18,,,,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,"boat_lvl10",,,,,,"model/landing_ship_2.pvr","model/landing_ship_2.pvr","landing_boat_lvl14Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl14_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,14,0,0,"1120000,850000,310000",15,,,,19,,,,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,"boat_lvl15",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl15Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl15_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,16,0,0,"1590000,1430000,620000",16,,,,20,,,,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,"boat_lvl15",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl16Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl16_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,18,0,0,"2290000,1890000,1200000",17,,,,21,,,,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,"boat_lvl15",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl17Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl17_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,20,0,0,"2830000,2580000,1690000",18,,,,22,,,,22,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,"boat_lvl15",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl18Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl18_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,0,0,0,"3200000,3130000,2460000",19,,,,23,,,,23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,"boat_lvl15",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl19Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl19_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,4,0,0,"3600000,3600000,3600000",20,,,,24,,,,24,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,"boat_lvl20",,,,,,"model/landing_ship_3.pvr","model/landing_ship_3.pvr","landing_boat_lvl20Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl20_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,6,0,0,"3770000,4430000,4100000",21,,,,25,,,,25,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,"boat_lvl21",,,,,,"model/landing_ship_4.pvr","model/landing_ship_4.pvr","landing_boat_lvl21Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl20_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,1,8,0,0,"4320000,5080000,4700000",22,,,,26,,,,26,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,"boat_lvl22",,,,,,"model/landing_ship_4.pvr","model/landing_ship_4.pvr","landing_boat_lvl22Mesh","model/boat_shadows.sbm:35","Landing_boat_lvl20_shadow","model/boat_shadows.pvr",,,,,,,,,,,,,,,"empty_state","empty_state","empty_state","empty_state","empty_state",,,,,,,,"Landingcraft Ready",,,,,,,,,,,,,,,,,,,,,,,,
"Laboratory",,"Army",0,0,45,0,"2600,0,0",4,,,,,,,,,"TRUE",1200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,"TID_BUILDING_LABORATORY","TID_LABORATORY_INFO","TID_LABORATORY_SUBTITLE","sc/in-game.sc","laboratory_lvl1",,"laboratory_lvl1_BG","gen_build_4",,,,,,,,,4,4,,"gen_construction_4","Building Destroyed","FrozenDefenceShatter",,,,,,,,"gen_destroyed_4","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base","Building Pickup","Building Placing",,,,,10,"Building Ready",15,90,-100,,,,,,,,,,,,,,,,,,,,,
,,,0,2,0,0,"10000,0,0",5,,,,,,,,,,1300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,"laboratory_lvl2",,"laboratory_lvl2_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,3,30,0,"19800,3500,0",6,,,,,,,,,,1400,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,"laboratory_lvl3",,"laboratory_lvl3_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_C","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,4,0,0,"29400,5900,0",7,,,,,,,,,,1500,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,"laboratory_lvl4",,"laboratory_lvl4_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_C","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,5,0,0,"49000,10700,0",8,,,,,,,,,,1600,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,"laboratory_lvl5",,"laboratory_lvl5_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_C","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,6,0,0,"76000,18000,4800",9,,,,,,,,,,1700,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,"laboratory_lvl5",,"laboratory_lvl5_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_M","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,7,0,0,"118000,29700,9600",10,,,,,,,,,,1900,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,"laboratory_lvl7",,"laboratory_lvl7_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_M","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
,,,0,8,0,0,"161000,58000,16800",11,,,,,,,,,,2100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,"laboratory_lvl8",,"laboratory_lvl8_BG",,,,,,,,,,,,,,,,,,,,,,,"gen_destroyed_4_M","laboratory_base","laboratory_base_ice","laboratory_base","laboratory_base","laboratory_base",,,,,,,,"Building Ready",,,,,,,,,,,,,,,,,,,,,,,,
