"Name","Dependencies","Deprecated","BuildBuilding","BuildBuildingLevel","BuildBuildingCount","DefendNPC","AttackNPC","Delay","TrainTroops","TutorialText","TutorialStep","Darken","TutorialTextBox","SpeechBubble","AbilityName","CustomIconExportName","RightAlignTextBox","ButtonText","TutorialMusic","TutorialSound","TriggerAtTownHallLevel","TriggerAtNodeTypeFound","TriggerAtRegionIndexExplored","TriggerAtRegionIndexLiberated","TriggerAtNodeIndexLiberated","TriggerAtHeroUnlocked","TriggerAtResourceGained","InitialTutorial","TriggerAtEventSpawn","TriggerAtEventWin","MegabaseState"
,,,,,,,,,,"TID_TUTORIAL_SCULPTOR_BUILT_2",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_SCULPTOR_BUILT_3",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"deepsea found","tutorial end",,,,,,,300,,"TID_TUTORIAL_DIVING_LOCATION_FIRST_EXPLORE",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,"deepsea",,-1,,,,,,,
"Task Force unlock","tutorial end",,,,,,,,,"TID_TUTORIAL_TASK_FORCE_UNLOCK_1",,"true","tutorial_friendly_male","bubble_no_button_left",,"button_alliances","false",,,"sfx/league_up_02cheer.wav",6,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TASK_FORCE_UNLOCK_2",,"true","tutorial_friendly_male","bubble_ability_left",,"button_alliances","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"grenadier troop unlocked","tutorial end",,,,,,,500,,"TID_TUTORIAL_INTRO_GRENADIER_1",,"true","tutorial_troop_grenadier","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",16,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_INTRO_GRENADIER_2",,"true","tutorial_troop_grenadier","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"flamer troop unlocked","tutorial end",,,,,,,500,,"TID_TUTORIAL_INTRO_FLAMER",,"true","tutorial_troop_flamer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",18,,,-1,,,,,,,
"set name","tutorial end",,,,,,,,,"TID_TUTORIAL_SET_NAME_1",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_SET_NAME_2",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"name set","tutorial end",,,,,,,,,"TID_TUTORIAL_GOOD_NAME_CHOICE",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,-1,,,,,,,
"small terror taunt1","tutorial end",,,,,,,,,"TID_TERROR_TAUNT",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_1 <2>",,0
"small terror win","tutorial end",,,,,,,,,"TID_TERROR_END_1",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_1",0
,,,,,,,,,,"TID_TERROR_END_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TERROR_END_3",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"big terror taunt1","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_TAUNT",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_Volcano_1 <2>",,0
"big terror win","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_END_1",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_Volcano_1",0
,,,,,,,,,,"TID_VOLCANO_TERROR_END_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_VOLCANO_TERROR_END_3",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"persistent event taunt1","tutorial end",,,,,,,,,"TID_PERSISTENT_EVENT_TAUNT",,"true","tutorial_enemy_gearheart","bubble_no_button_right",,,"true",,"music/battle_lost_talk_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Gearheart <1>",,
"persistent event win","tutorial end",,,,,,,,,"TID_PERSISTENT_EVENT_END_1",,"true","tutorial_enemy_gearheart","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"Gearheart",
,,,,,,,,,,"TID_PERSISTENT_EVENT_END_2",,"true","tutorial_enemy_gearheart","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_PERSISTENT_EVENT_END_3",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"attack event start","tutorial end",,,,,,,,,"TID_ATTACK_EVENT_START",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Hammerman <1>",,
"attack event stage 3","tutorial end",,,,,,,,,"TID_ATTACK_EVENT_STAGE3",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Hammerman <3>",,
"attack event stage 5","tutorial end",,,,,,,,,"TID_ATTACK_EVENT_STAGE5",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Hammerman <5>",,
"attack event stage 7","tutorial end",,,,,,,,,"TID_ATTACK_EVENT_STAGE7",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Hammerman <7>",,
"drone unlock","tutorial end",,,,,,,,,"TID_TUTORIAL_INTRO_CRITTERS",,"true","tutorial_friendly_male","bubble_ability_left","Drone",,"false",,,"sfx/tutor_no_talk_woop_01.wav",19,,,-1,,,,,,,
"small terror taunt megabase1","tutorial end",,,,,,,,,"TID_TERROR_TAUNT_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_1 <2>",,2
"small terror win megabase1","tutorial end",,,,,,,,,"TID_TERROR_END_1_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_1",2
,,,,,,,,,,"TID_TERROR_END_2_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TERROR_END_3_MB",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"big terror taunt megabase1","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_TAUNT_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_Volcano_1 <2>",,2
"big terror win megabase1","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_END_1_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_Volcano_1",2
,,,,,,,,,,"TID_VOLCANO_TERROR_END_2_MB",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_VOLCANO_TERROR_END_3_MB",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"megabase1 intro","tutorial end",,,,,,,,,"TID_MEGABASE_INTRO",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_MEGABASE_INTRO_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
"megabase1 noenergy","tutorial end",,,,,,,,,"TID_MEGABASE_NOENERGY",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_MEGABASE_NOENERGY_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
"megabase1 noenergy comeback","tutorial end",,,,,,,,,"TID_MEGABASE_COMEBACK_02",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,,,,,,,,
"megabase1 lose1","tutorial end",,,,,,,,,"TID_MEGABASE_LOSE_1",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_MEGABASE_LOSE_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
"megabase1 lose1 comeback","tutorial end",,,,,,,,,"TID_MEGABASE_COMEBACK_01",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,,,,,,,,
"megabase1 win random","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_01",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"small terror taunt megabase1 teaser","tutorial end",,,,,,,,,"TID_TERROR_TAUNT_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_1 <2>",,1
"small terror win megabase1 teaser","tutorial end",,,,,,,,,"TID_TERROR_END_1_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_1",1
,,,,,,,,,,"TID_TERROR_END_2_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TERROR_END_3_TIMER",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"big terror taunt megabase1 teaser","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_TAUNT_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,"DR_T_Volcano_1 <2>",,1
"big terror win megabase1 teaser","tutorial end",,,,,,,,,"TID_VOLCANO_TERROR_END_1_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/general_lost_01.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"DR_T_Volcano_1",1
,,,,,,,,,,"TID_VOLCANO_TERROR_END_2_TIMER",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_VOLCANO_TERROR_END_3_TIMER",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/league_up_02cheer.wav",,,,,,,,,,,
"megabase1 win random 2","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_02",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 3","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_03",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 4","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_04",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 5","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_05",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 6","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_06",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 7","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_07",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 8","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_08",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 9","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_09",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 10","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_10",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 11","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_11",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 12","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_12",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 13","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_13",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 14","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_14",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 15","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_15",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 16","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_16",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 17","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_17",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 18","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_18",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 19","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_19",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 win random 20","tutorial end",,,,,,,,,"TID_MEGABASE_WIN_20",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3",,,,,-1,,,,,,,
"megabase1 outro","tutorial end",,,,,,,,,"TID_MEGABASE_OUTRO",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,"music/reef_evil_proff_talk_01.mp3","sfx/evil_doc_laugh_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_MEGABASE_OUTRO_2",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/nasty_talk_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_MEGABASE_OUTRO_3",,"true","tutorial_enemy_DrM","bubble_no_button_right",,,"true",,,"sfx/evil_doc_laugh_01.wav",,,,,,,,,,,
"daily mission","tutorial end",,,,,,,300,,"TID_FIRST_VP_CHEST_1",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_FIRST_VP_CHEST_2",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"freezer troop unlocked","tutorial end",,,,,,,500,,"TID_TUTORIAL_INTRO_FREEZER_1",,"true","tutorial_troop_freezer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",20,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_INTRO_FREEZER_2",,"true","tutorial_troop_freezer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_INTRO_FREEZER_3",,"true","tutorial_troop_freezer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"mercenary camp event start","tutorial end",,,,,,,,,"TID_MERCENARY_CAMP_EVENT_START",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Mercenary_Camp <1>",,
"mercenary camp event stage 3","tutorial end",,,,,,,,,"TID_MERCENARY_CAMP_EVENT_STAGE3",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Mercenary_Camp <3>",,
"mercenary camp event stage 5","tutorial end",,,,,,,,,"TID_MERCENARY_CAMP_EVENT_STAGE5",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Mercenary_Camp <5>",,
"mercenary camp event stage 7","tutorial end",,,,,,,,,"TID_MERCENARY_CAMP_EVENT_STAGE7",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,"Mercenary_Camp <7>",,
"mercenary camp event win","tutorial end",,,,,,,,,"TID_MERCENARY_CAMP_EVENT_END",,"true","tutorial_enemy","bubble_no_button_right",,,"true",,"music/gob_attack.mp3","sfx/nasty_talk_01.wav",,,,-1,,,,,,"Mercenary_Camp",
"hero tutorial","HealingWave unlock",,,,,,,2000,,"TID_TUTORIAL_HERO_TRANSITION_1",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_TRANSITION_2",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_SERGEANT_1",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,"music/urgent_welcome_01.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_SERGEANT_2",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_SERGEANT_3",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_SERGEANT_4",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"hero building tutorial","tutorial end",,,,,,,,,"TID_TUTORIAL_HERO_BUILDING_1",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,"HeroDrillSergeant",,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_BUILDING_2",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_BUILDING_3",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"mechro hero introduction","tutorial end",,,,,,,,,"TID_TUTORIAL_HERO_MECHRO_1",,"true","tutorial_hero_mechromancer","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,"HeroMechromancer",,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_MECHRO_2",,"true","tutorial_hero_mechromancer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_MECHRO_3",,"true","tutorial_hero_mechromancer","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"trader","tutorial end",,,,,,,,,"TID_TUTORIAL_TRADER_1",,"true","tutorial_trader","bubble_no_button_left",,"icon_curious_coin","false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_2",,"true","tutorial_trader","bubble_no_button_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_3",,"true","tutorial_trader","bubble_no_button_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_4",,"true","tutorial_trader","bubble_ability_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_5",,"true","tutorial_trader","bubble_no_button_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"tickets introduction","tutorial end",,,,,,,,,"TID_TUTORIAL_TICKETS_1",,"true","tutorial_trader","bubble_ability_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,"Ticket",,,,
,,,,,,,,,,"TID_TUTORIAL_TICKETS_2",,"true","tutorial_trader","bubble_no_button_left",,"icon_curious_coin","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"scrap introduction","tutorial end",,,,,,,,,"TID_TUTORIAL_SCRAP_1",,"true","tutorial_hero_sergeant","bubble_ability_left",,"icon_scrap","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,"Scrap",,,,
,,,,,,,,,,"TID_TUTORIAL_SCRAP_2",,"true","tutorial_hero_sergeant","bubble_no_button_left",,"icon_scrap","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"trader buoy","tutorial end",,,,,,,,,"TID_TUTORIAL_TRADER_BUOY_1",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_BUOY_2",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRADER_BUOY_3",,"true","tutorial_hero_sergeant","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"hero building hint","tutorial end",,,,,,,,,"TID_TUTORIAL_HERO_BUILDING_HINT_1",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_BUILDING_HINT_2",,"true","tutorial_friendly_male","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"witch doctor hero introduction","tutorial end",,,,,,,,,"TID_TUTORIAL_HERO_WITCHDOCTOR_1",,"true","tutorial_hero_witchdoctor","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,-1,,"HeroWitchDoctor",,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_WITCHDOCTOR_2",,"true","tutorial_hero_witchdoctor","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_WITCHDOCTOR_3",,"true","tutorial_hero_witchdoctor","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_HERO_WITCHDOCTOR_4",,"true","tutorial_hero_witchdoctor","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,-1,,,,,,,
"eigth npc base win","tutorial end",,,,,,,500,,"TID_TUTORIAL_SLAVES13",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,5,0,,,,,,
,,,,,,,,,,"TID_TUTORIAL_SLAVES14",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,5,0,,,,,,
,,,,,,,,,,"TID_TUTORIAL_SLAVES15",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,5,0,,,,,,
"first tribe found","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBES1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,"sector_base",,19,3,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,19,3,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES3",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,19,3,,,,,,
