"Name","TID","LevelFile","BaseLevelFile","Loot","ExpLevel","MatchmakingSkill","DefenseValue","IsOutpost","OutpostRes","OutpostProduction","UnitType","UnitCount","CommonArtifactPiecesFromTownHall","RareArtifactPiecesFromTownHall","EpicArtifactPiecesFromTownHall","IsEvent","IsCoop","IsGearheartEvent","IsMercenaryCamp","LevelAuthorName"
"small_b_7","TID_SMALL_B_7","level/base/small_b_7.json","layout/small_b.level","0,1900,1500,80,30",9,190,204,"false",,,,,,,,,,,,
"small_b_8","TID_SMALL_B_8","level/base/small_b_8.json","layout/small_b.level","0,4300,3900,250,110",15,290,336,"false",,,,,,,,,,,,
"small_b_9","TID_SMALL_B_9","level/base/small_b_9.json","layout/small_b.level","0,2600,2200,120,50",11,228,252,"false",,,,,,,,,,,,
"small_b_10","TID_SMALL_B_10","level/base/small_b_10.json","layout/small_b.level","0,3800,3500,220,90",14,281,324,"false",,,,,,,,,,,,
"small_b_11","TID_SMALL_B_11","level/base/small_b_11.json","layout/small_b.level","0,2200,2000,110,40",10,203,220,"false",,,,,,,,,,,,
"small_b_12","TID_SMALL_B_12","level/base/small_b_12.json","layout/small_b.level","0,1100,900,40,10",6,85,92,"false",,,,,,,,,,,,
"small_b_13","TID_SMALL_B_13","level/base/small_b_13.json","layout/small_b.level","0,1600,1200,60,20",8,146,154,"false",,,,,,,,,,,,
"small_b_14","TID_SMALL_B_14","level/base/small_b_14.json","layout/small_b.level","0,4300,3900,250,110",15,333,401,"false",,,,,,,,,,,,
"small_b_15","TID_SMALL_B_15","level/base/small_b_15.json","layout/small_b.level","0,2600,2200,120,50",11,230,255,"false",,,,,,,,,,,,
"small_b_16","TID_SMALL_B_16","level/base/small_b_16.json","layout/small_b.level","0,1100,900,40,10",6,85,92,"false",,,,,,,,,,,,
"small_b_17","TID_SMALL_B_17","level/base/small_b_17.json","layout/small_b.level","0,4300,3900,250,110",15,291,338,"false",,,,,,,,,,,,
"small_b_18","TID_SMALL_B_18","level/base/small_b_18.json","layout/small_b.level","0,2600,2200,120,50",11,224,246,"false",,,,,,,,,,,,
"small_b_19","TID_SMALL_B_19","level/base/small_b_19.json","layout/small_b.level","0,2900,2500,150,60",12,251,282,"false",,,,,,,,,,,,
"small_b_20","TID_SMALL_B_20","level/base/small_b_20.json","layout/small_b.level","0,550,500,20,5",2,31,48,"false",,,,,,,,,,,,
"small_b_21","TID_SMALL_B_21","level/base/small_b_21.json","layout/small_b.level","0,2600,2200,120,50",11,224,247,"false",,,,,,,,,,,,
"small_b_22","TID_SMALL_B_22","level/base/small_b_22.json","layout/small_b.level","0,5800,5300,360,160",18,394,497,"false",,,,,,,,,,,,
"small_b_23","TID_SMALL_B_23","level/base/small_b_23.json","layout/small_b.level","0,2200,2000,110,40",10,212,231,"false",,,,,,,,,,,,
"small_b_24","TID_SMALL_B_24","level/base/small_b_24.json","layout/small_b.level","0,2900,2500,150,60",12,246,275,"false",,,,,,,,,,,,
"small_b_25","TID_SMALL_B_25","level/base/small_b_25.json","layout/small_b.level","0,1900,1500,80,30",9,169,179,"false",,,,,,,,,,,,
"small_b_26","TID_SMALL_B_26","level/base/small_b_26.json","layout/small_b.level","0,2900,2500,150,60",12,237,263,"false",,,,,,,,,,,,
"small_b_27","TID_SMALL_B_27","level/base/small_b_27.json","layout/small_b.level","0,2600,2200,120,50",11,224,246,"false",,,,,,,,,,,,
"small_b_28","TID_SMALL_B_28","level/base/small_b_28.json","layout/small_b.level","0,2900,2500,150,60",12,249,280,"false",,,,,,,,,,,,
"small_b_29","TID_SMALL_B_29","level/base/small_b_29.json","layout/small_b.level","0,1300,1000,50,10",7,131,137,"false",,,,,,,,,,,,
"small_b_30","TID_SMALL_B_30","level/base/small_b_30.json","layout/small_b.level","0,2200,2000,110,40",10,217,238,"false",,,,,,,,,,,,
"small_b_31","TID_SMALL_B_31","level/base/small_b_31.json","layout/small_b.level","0,9800,8700,1300,290",24,554,784,"false",,,,,,,,,,,,
"small_b_32","TID_SMALL_B_32","level/base/small_b_32.json","layout/small_b.level","0,7700,6900,600,220",21,501,684,"false",,,,,,,,,,,,
"small_b_4_missile2","TID_SMALL_B_4_MISSILE2","level/base/small_b_4_missile2.json","layout/small_b.level","0,1100,900,40,10",6,114,120,"false",,,,,,,,,,,,
"small_b_4_cannon2","TID_SMALL_B_4_CANNON2","level/base/small_b_4_cannon2.json","layout/small_b.level","0,1600,1200,60,20",8,142,149,"false",,,,,,,,,,,,
"med_a_00","TID_MED_A_00","level/base/med_a_00.json","layout/med_a.level","0,1100,900,40,10",6,106,112,"false",,,,,,,,,,,,
"med_a_01","TID_MED_A_01","level/base/med_a_01.json","layout/med_a.level","0,1100,900,40,10",6,120,126,"false",,,,,,,,,,,,
"med_a_02","TID_MED_A_02","level/base/med_a_02.json","layout/med_a.level","0,1900,1500,80,30",9,180,192,"false",,,,,,,,,,,,
"med_a_03","TID_MED_A_03","level/base/med_a_03.json","layout/med_a.level","0,1900,1500,80,30",9,170,180,"false",,,,,,,,,,,,
"med_a_04","TID_MED_A_04","level/base/med_a_04.json","layout/med_a.level","0,1900,1500,80,30",9,167,177,"false",,,,,,,,,,,,
"med_a_05","TID_MED_A_05","level/base/med_a_05.json","layout/med_a.level","0,1900,1500,80,30",9,193,208,"false",,,,,,,,,,,,
"med_a_06","TID_MED_A_06","level/base/med_a_06.json","layout/med_a.level","0,2600,2200,120,50",11,230,254,"false",,,,,,,,,,,,
"med_a_07","TID_MED_A_07","level/base/med_a_07.json","layout/med_a.level","0,2200,2000,110,40",10,205,222,"false",,,,,,,,,,,,
"med_a_08","TID_MED_A_08","level/base/med_a_08.json","layout/med_a.level","0,1900,1500,80,30",9,185,198,"false",,,,,,,,,,,,
"med_a_09","TID_MED_A_09","level/base/med_a_09.json","layout/med_a.level","0,2200,2000,110,40",10,218,239,"false",,,,,,,,,,,,
"med_a_1","TID_MED_A_1","level/base/med_a_1.json","layout/med_a.level","0,640,600,30,5",3,47,60,"false",,,,,,,,,,,,
"med_a_2","TID_MED_A_2","level/base/med_a_2.json","layout/med_a.level","0,1900,1500,80,30",9,190,204,"false",,,,,,,,,,,,
"med_a_3","TID_MED_A_3","level/base/med_a_3.json","layout/med_a.level","0,3400,3000,180,70",13,263,298,"false",,,,,,,,,,,,
"med_a_4","TID_MED_A_4","level/base/med_a_4.json","layout/med_a.level","0,2900,2500,150,60",12,253,285,"false",,,,,,,,,,,,
"med_a_5","TID_MED_A_5","level/base/med_a_5.json","layout/med_a.level","0,4300,3900,250,110",15,313,370,"false",,,,,,,,,,,,
"med_a_6","TID_MED_A_6","level/base/med_a_6.json","layout/med_a.level","0,4800,4300,280,120",16,356,436,"false",,,,,,,,,,,,
"med_a_7","TID_MED_A_7","level/base/med_a_7.json","layout/med_a.level","0,5300,4800,320,140",17,362,446,"false",,,,,,,,,,,,
"med_a_8","TID_MED_A_8","level/base/med_a_8.json","layout/med_a.level","0,4300,3900,250,110",15,317,376,"false",,,,,,,,,,,,
"med_a_9","TID_MED_A_9","level/base/med_a_9.json","layout/med_a.level","0,5800,5300,360,160",18,412,527,"false",,,,,,,,,,,,
"med_a_10","TID_MED_A_10","level/base/med_a_10.json","layout/med_a.level","0,4800,4300,280,120",16,346,420,"false",,,,,,,,,,,,
"med_a_11","TID_MED_A_11","level/base/med_a_11.json","layout/med_a.level","0,5800,5300,360,160",18,406,518,"false",,,,,,,,,,,,
"med_a_12","TID_MED_A_12","level/base/med_a_12.json","layout/med_a.level","0,7700,6900,600,220",21,465,619,"false",,,,,,,,,,,,
"med_a_13","TID_MED_A_13","level/base/med_a_13.json","layout/med_a.level","0,8400,7500,800,240",22,528,734,"false",,,,,,,,,,,,
"med_a_14","TID_MED_A_14","level/base/med_a_14.json","layout/med_a.level","0,12000,10500,2500,370",27,675,1031,"false",,,,,,,,,,,,
"med_a_15","TID_MED_A_15","level/base/med_a_15.json","layout/med_a.level","0,15000,12000,4000,500",30,782,1266,"false",,,,,,,,,,,,
"med_a_16","TID_MED_A_16","level/base/med_a_16.json","layout/med_a.level","0,5800,5300,360,160",18,417,536,"false",,,,,,,,,,,,
"med_a_17","TID_MED_A_17","level/base/med_a_17.json","layout/med_a.level","0,4300,3900,250,110",15,317,376,"false",,,,,,,,,,,,
"med_a_18","TID_MED_A_18","level/base/med_a_18.json","layout/med_a.level","0,5800,5300,360,160",18,411,526,"false",,,,,,,,,,,,
"med_a_19","TID_MED_A_19","level/base/med_a_19.json","layout/med_a.level","0,5800,5300,360,160",18,415,532,"false",,,,,,,,,,,,
"med_a_20","TID_MED_A_20","level/base/med_a_20.json","layout/med_a.level","0,5800,5300,360,160",18,399,506,"false",,,,,,,,,,,,
"med_a_21","TID_MED_A_21","level/base/med_a_21.json","layout/med_a.level","0,4300,3900,250,110",15,333,400,"false",,,,,,,,,,,,
"med_a_22","TID_MED_A_22","level/base/med_a_22.json","layout/med_a.level","0,5300,4800,320,140",17,370,459,"false",,,,,,,,,,,,
"med_a_23","TID_MED_A_23","level/base/med_a_23.json","layout/med_a.level","0,5800,5300,360,160",18,425,549,"false",,,,,,,,,,,,
"med_a_24","TID_MED_A_24","level/base/med_a_24.json","layout/med_a.level","0,2200,2000,110,40",10,213,232,"false",,,,,,,,,,,,
"med_a_25","TID_MED_A_25","level/base/med_a_25.json","layout/med_a.level","0,4300,3900,250,110",15,290,336,"false",,,,,,,,,,,,
"med_a_26","TID_MED_A_26","level/base/med_a_26.json","layout/med_a.level","0,5300,4800,320,140",17,365,450,"false",,,,,,,,,,,,
"med_a_27","TID_MED_A_27","level/base/med_a_27.json","layout/med_a.level","0,1900,1500,80,30",9,195,210,"false",,,,,,,,,,,,
"med_a_28","TID_MED_A_28","level/base/med_a_28.json","layout/med_a.level","0,4300,3900,250,110",15,283,326,"false",,,,,,,,,,,,
"med_a_29","TID_MED_A_29","level/base/med_a_29.json","layout/med_a.level","0,4300,3900,250,110",15,305,359,"false",,,,,,,,,,,,
"med_a_30","TID_MED_A_30","level/base/med_a_30.json","layout/med_a.level","0,2200,2000,110,40",10,207,225,"false",,,,,,,,,,,,
"med_a_31","TID_MED_A_31","level/base/med_a_31.json","layout/med_a.level","0,5800,5300,360,160",18,405,515,"false",,,,,,,,,,,,
"med_a_32","TID_MED_A_32","level/base/med_a_32.json","layout/med_a.level","0,2200,2000,110,40",10,217,238,"false",,,,,,,,,,,,
"med_a_33","TID_MED_A_33","level/base/med_a_33.json","layout/med_a.level","0,1100,900,40,10",6,114,120,"false",,,,,,,,,,,,
"med_a_34","TID_MED_A_34","level/base/med_a_34.json","layout/med_a.level","0,2600,2200,120,50",11,224,246,"false",,,,,,,,,,,,
"med_a_35","TID_MED_A_35","level/base/med_a_35.json","layout/med_a.level","0,3400,3000,180,70",13,273,312,"false",,,,,,,,,,,,
"med_a_36","TID_MED_A_36","level/base/med_a_36.json","layout/med_a.level","0,1900,1500,80,30",9,196,211,"false",,,,,,,,,,,,
"med_a_37","TID_MED_A_37","level/base/med_a_37.json","layout/med_a.level","0,4800,4300,280,120",16,343,416,"false",,,,,,,,,,,,
"med_a_38","TID_MED_A_38","level/base/med_a_38.json","layout/med_a.level","0,2600,2200,120,50",11,228,252,"false",,,,,,,,,,,,
"med_a_39","TID_MED_A_39","level/base/med_a_39.json","layout/med_a.level","0,5300,4800,320,140",17,368,455,"false",,,,,,,,,,,,
"med_a_40","TID_MED_A_40","level/base/med_a_40.json","layout/med_a.level","0,4300,3900,250,110",15,299,349,"false",,,,,,,,,,,,
"med_a_41","TID_MED_A_41","level/base/med_a_41.json","layout/med_a.level","0,7700,6900,600,220",21,497,677,"false",,,,,,,,,,,,
"med_a_42","TID_MED_A_42","level/base/med_a_42.json","layout/med_a.level","0,640,600,30,5",3,52,64,"false",,,,,,,,,,,,
"med_a_43","TID_MED_A_43","level/base/med_a_43.json","layout/med_a.level","0,550,500,20,5",2,23,42,"false",,,,,,,,,,,,
"med_a_44","TID_MED_A_44","level/base/med_a_44.json","layout/med_a.level","0,500,400,20,5",1,1,28,"false",,,,,,,,,,,,
"med_a_45","TID_MED_A_45","level/base/med_a_45.json","layout/med_a.level","0,720,700,30,5",4,72,81,"false",,,,,,,,,,,,
"med_a_46","TID_MED_A_46","level/base/med_a_46.json","layout/med_a.level","0,640,600,30,5",3,47,60,"false",,,,,,,,,,,,
"med_a_47","TID_MED_A_47","level/base/med_a_47.json","layout/med_a.level","0,640,600,30,5",3,42,56,"false",,,,,,,,,,,,
"med_a_48","TID_MED_A_48","level/base/med_a_48.json","layout/med_a.level","0,640,600,30,5",3,46,59,"false",,,,,,,,,,,,
"med_a_49","TID_MED_A_49","level/base/med_a_49.json","layout/med_a.level","0,1100,900,40,10",6,99,105,"false",,,,,,,,,,,,
"med_a_50","TID_MED_A_50","level/base/med_a_50.json","layout/med_a.level","0,5800,5300,360,160",18,378,471,"false",,,,,,,,,,,,
"med_a_51","TID_MED_A_51","level/base/med_a_51.json","layout/med_a.level","0,1100,900,40,10",6,114,120,"false",,,,,,,,,,,,
"med_a_52","TID_MED_A_52","level/base/med_a_52.json","layout/med_a.level","0,1100,900,40,10",6,106,112,"false",,,,,,,,,,,,
"med_a_53","TID_MED_A_53","level/base/med_a_53.json","layout/med_a.level","0,1100,900,40,10",6,114,120,"false",,,,,,,,,,,,
"med_a_54","TID_MED_A_54","level/base/med_a_54.json","layout/med_a.level","0,1600,1200,60,20",8,148,156,"false",,,,,,,,,,,,
"med_a_55","TID_MED_A_55","level/base/med_a_55.json","layout/med_a.level","0,1100,900,40,10",6,119,125,"false",,,,,,,,,,,,
"med_a_56","TID_MED_A_56","level/base/med_a_56.json","layout/med_a.level","0,1100,900,40,10",6,109,115,"false",,,,,,,,,,,,
"med_a_57","TID_MED_A_57","level/base/med_a_57.json","layout/med_a.level","0,640,600,30,5",3,52,64,"false",,,,,,,,,,,,
"med_a_58","TID_MED_A_58","level/base/med_a_58.json","layout/med_a.level","0,640,600,30,5",3,42,56,"false",,,,,,,,,,,,
"med_a_59","TID_MED_A_59","level/base/med_a_59.json","layout/med_a.level","0,640,600,30,5",3,51,63,"false",,,,,,,,,,,,
"med_a_60","TID_MED_A_60","level/base/med_a_66.json","layout/med_a.level","0,720,700,30,5",4,76,84,"false",,,,,,,,,,,,
"med_a_61","TID_MED_A_61","level/base/med_a_61.json","layout/med_a.level","0,550,500,20,5",2,23,42,"false",,,,,,,,,,,,
"med_a_62","TID_MED_A_62","level/base/med_a_62.json","layout/med_a.level","0,500,400,20,5",1,21,41,"false",,,,,,,,,,,,
"med_a_63","TID_MED_A_63","level/base/med_a_63.json","layout/med_a.level","0,500,400,20,5",1,1,28,"false",,,,,,,,,,,,
"med_a_64","TID_MED_A_64","level/base/med_a_64.json","layout/med_a.level","0,500,400,20,5",1,13,35,"false",,,,,,,,,,,,
"med_a_65","TID_MED_A_65","level/base/med_a_65.json","layout/med_a.level","0,640,600,30,5",3,53,65,"false",,,,,,,,,,,,
"med_a_66","TID_MED_A_66","level/base/med_a_66.json","layout/med_a.level","0,720,700,30,5",4,76,84,"false",,,,,,,,,,,,
"med_a_67","TID_MED_A_67","level/base/med_a_67.json","layout/med_a.level","0,640,600,30,5",3,51,63,"false",,,,,,,,,,,,
"med_a_68","TID_MED_A_68","level/base/med_a_68.json","layout/med_a.level","0,640,600,30,5",3,60,70,"false",,,,,,,,,,,,
"med_a_69","TID_MED_A_69","level/base/med_a_69.json","layout/med_a.level","0,640,600,30,5",3,50,62,"false",,,,,,,,,,,,
"med_a_70","TID_MED_A_70","level/base/med_a_70.json","layout/med_a.level","0,640,600,30,5",3,48,61,"false",,,,,,,,,,,,
"med_a_71","TID_MED_A_71","level/base/med_a_71.json","layout/med_a.level","0,640,600,30,5",3,47,60,"false",,,,,,,,,,,,
"med_a_72","TID_MED_A_72","level/base/med_a_72.json","layout/med_a.level","0,640,600,30,5",3,43,57,"false",,,,,,,,,,,,
"Wood_1","TID_RESOURCE_BASE","level/outpost/wood_1.json","layout/small_a.level","0,0,900,0,0",3,42,56,"true",1,210,,,,,,,,,,
"Wood_2","TID_RESOURCE_BASE","level/outpost/wood_2.json","layout/mainland_a.level","0,0,2250,0,0",9,179,191,"true",1,360,,,,,,,,,,
"Stone_1","TID_RESOURCE_BASE","level/outpost/stone_1.json","layout/mainland_b.level","0,0,0,375,0",15,284,328,"true",2,210,,,,,,,,,,
"Stone_2","TID_RESOURCE_BASE","level/outpost/stone_2.json","layout/small_b.level","0,0,0,420,0",16,361,444,"true",2,360,,,,,,,,,,
"Wood_3","TID_RESOURCE_BASE","level/outpost/wood_3.json","layout/small_b.level","0,0,7950,0,0",18,393,496,"true",1,580,,,,,,,,,,
"Metal_1","TID_RESOURCE_BASE","level/outpost/metal_1.json","layout/med_a.level","0,0,0,0,330",21,480,646,"true",3,210,,,,,,,,,,
"Stone_3","TID_RESOURCE_BASE","level/outpost/stone_3.json","layout/mainland_a.level","0,0,0,3750,0",27,666,1011,"true",2,580,,,,,,,,,,
"Wood_4","TID_RESOURCE_BASE","level/outpost/wood_4.json","layout/mainland_b.level","0,0,17250,0,0",29,754,1204,"true",1,900,,,,,,,,,,
"Metal_2","TID_RESOURCE_BASE","level/outpost/metal_2.json","layout/mainland_a.level","0,0,0,0,1350",33,897,1539,"true",3,360,,,,,,,,,,
"Stone_4","TID_RESOURCE_BASE","level/outpost/stone_4.json","layout/small_a.level","0,0,0,6000,0",30,784,1272,"true",2,900,,,,,,,,,,
"Wood_5","TID_RESOURCE_BASE","level/outpost/wood_5.json","layout/med_a.level","0,0,18750,0,0",31,861,1451,"true",1,1320,,,,,,,,,,
"Metal_3","TID_RESOURCE_BASE","level/outpost/metal_3.json","layout/small_b.level","0,0,0,0,7500",39,336,2386,"true",3,580,,,,,,,,,,
"Stone_6","TID_RESOURCE_BASE","level/outpost/stone_5.json","layout/med_a.level","0,0,0,16500,0",36,1066,1971,"true",2,1320,,,,,,,,,,
"Metal_4","TID_RESOURCE_BASE","level/outpost/metal_4.json","layout/small_a.level","0,0,0,0,12000",42,1401,2935,"true",3,900,,,,,,,,,,
"Wood_6","TID_RESOURCE_BASE","level/outpost/wood_6.json","layout/mainland_a.level","0,0,30000,0,0",39,1206,2358,"true",1,1800,,,,,,,,,,
"Stone_6b","TID_RESOURCE_BASE","level/outpost/stone_6.json","layout/mainland_a.level","0,0,0,39000,0",47,1744,4050,"true",2,1800,,,,,,,,,,
"Wood_7","TID_RESOURCE_BASE","level/outpost/wood_7.json","layout/mainland_b.level","0,0,48000,0,0",48,1847,4408,"true",1,2400,,,,,,,,,,
"Metal_5","TID_RESOURCE_BASE","level/outpost/metal_5.json","layout/mainland_b.level","0,0,0,0,21000",46,1652,3740,"true",3,1320,,,,,,,,,,
"Stone_7","TID_RESOURCE_BASE","level/outpost/stone_7.json","layout/small_b.level","0,0,0,60000,0",55,2396,6494,"true",2,2400,,,,,,,,,,
"Metal_6","TID_RESOURCE_BASE","level/outpost/metal_6.json","layout/med_a.level","0,0,0,0,61500",57,2504,6940,"true",3,1800,,,,,,,,,,
"Metal_7","TID_RESOURCE_BASE","level/outpost/metal_7.json","layout/mainland_b.level","0,0,0,0,61500",57,2601,7344,"true",3,2400,,,,,,,,,,
"Boss fight 1","TID_NPC_DRT_1","level/bossfight/boss1.json","layout/small_b.level","0,19875,14400,848,315",10,368,455,"false",,,,,4,1,1,,,,,
"Boss fight 2","TID_NPC_DRT_2","level/bossfight/boss2.json","layout/enemybase.level","0,42750,29250,14400,1980",20,996,1787,"false",,,,,4,2,1,,,,,
"Boss fight 3","TID_NPC_MYSTERY_1","level/bossfight/boss3.json","layout/enemybase.level","0,48750,33000,7920,900",25,706,1096,"false",,,,,4,3,1,,,,,
"Boss fight 4","TID_NPC_MYSTERY_1","level/bossfight/boss4.json","layout/playerbase.level","0,42750,29250,14400,1980",30,979,1744,"false",,,,,5,3,2,,,,,
"Boss fight 5","TID_NPC_MYSTERY_1","level/bossfight/boss5.json","layout/med_a.level","0,71250,45000,21200,2700",35,988,1767,"false",,,,,5,4,2,,,,,
"Boss fight 6","TID_NPC_MYSTERY_1","level/bossfight/boss6.json","layout/enemybase.level","0,81000,62400,48600,29700",40,1820,4315,"false",,,,,5,4,2,,,,,
"Boss fight 7","TID_NPC_GEARHEART","level/bossfight/boss7.json","layout/enemybase.level","0,135000,107250,99000,90750",45,3952,13785,"false",,,,,6,4,2,,,,,
"Boss fight 8","TID_NPC_MYSTERY_1","level/bossfight/boss8.json","layout/enemybase.level","0,210000,150000,132500,112500",50,2872,8523,"false",,,,,6,5,2,,,,,
"Boss fight 9","TID_NPC_MYSTERY_1","level/bossfight/boss9.json","layout/enemybase.level","0,126000,97500,90000,82500",55,3162,9846,"false",,,,,7,5,2,,,,,
"Boss fight 10","TID_NPC_MYSTERY_1","level/bossfight/boss10.json","layout/enemybase.level","0,135000,107250,99000,90750",60,5654,23729,"false",,,,,7,6,3,,,,,
"Reference player base","TID_NPC_BASE","level/reference/hq1.json","layout/playerbase.level","0,500,400,20,5",1,13,35,"false",,,,,,,,,,,,
"small_b_33","TID_SMALL_B_33","level/base/small_b_33.json","layout/small_b.level","0,720,700,30,5",4,69,78,"false",,,,,,,,,,,,
"small_b_34","TID_SMALL_B_34","level/base/small_b_34.json","layout/small_b.level","0,1100,900,40,10",6,89,96,"false",,,,,,,,,,,,
"small_b_35","TID_SMALL_B_35","level/base/small_b_35.json","layout/small_b.level","0,1900,1500,80,30",9,186,199,"false",,,,,,,,,,,,
"small_b_36","TID_SMALL_B_36","level/base/small_b_36.json","layout/small_b.level","0,1900,1500,80,30",9,172,183,"false",,,,,,,,,,,,
"small_b_37","TID_SMALL_B_37","level/base/small_b_37.json","layout/small_b.level","0,28000,24500,18000,8000",42,1355,2794,"false",,,,,,,,,,,,
"small_b_38","TID_SMALL_B_38","level/base/small_b_38.json","layout/small_b.level","0,12000,10500,2500,370",27,640,957,"false",,,,,,,,,,,,
"small_b_39","TID_SMALL_B_39","level/base/small_b_39.json","layout/small_b.level","0,12000,10500,2500,370",27,645,967,"false",,,,,,,,,,,,
"small_b_40","TID_SMALL_B_40","level/base/small_b_40.json","layout/small_b.level","0,14000,11500,3500,430",29,749,1192,"false",,,,,,,,,,,,
"small_b_41","TID_SMALL_B_41","level/base/small_b_41.json","layout/small_b.level","0,21000,17000,11000,2000",36,1079,2007,"false",,,,,,,,,,,,
"small_a_39","TID_SMALL_A_39","level/base/small_a_39.json","layout/small_a.level","0,15000,12000,4000,500",30,787,1278,"false",,,,,,,,,,,,
"small_a_40","TID_SMALL_A_40","level/base/small_a_40.json","layout/small_a.level","0,12000,10500,2500,370",27,669,1017,"false",,,,,,,,,,,,
"small_a_41","TID_SMALL_A_41","level/base/small_a_41.json","layout/small_a.level","0,9800,8700,1300,290",24,580,836,"false",,,,,,,,,,,,
"small_a_42","TID_SMALL_A_42","level/base/small_a_42.json","layout/small_a.level","0,15000,12000,4000,500",30,776,1252,"false",,,,,,,,,,,,
"small_a_43","TID_SMALL_A_43","level/base/small_a_43.json","layout/small_a.level","0,12000,10500,2500,370",27,671,1022,"false",,,,,,,,,,,,
"small_a_44","TID_SMALL_A_44","level/base/small_a_44.json","layout/small_a.level","0,18000,14000,7000,900",33,934,1631,"false",,,,,,,,,,,,
"small_a_45","TID_SMALL_A_45","level/base/small_a_45.json","layout/small_a.level","0,21000,17000,11000,2000",36,1057,1948,"false",,,,,,,,,,,,
"med_a_73","TID_MED_A_73","level/base/med_a_73.json","layout/med_a.level","0,13000,11000,3000,400",28,706,1096,"false",,,,,,,,,,,,
"med_a_74","TID_MED_A_74","level/base/med_a_74.json","layout/med_a.level","0,20000,16000,10000,1600",35,1034,1887,"false",,,,,,,,,,,,
"small_b_42","TID_SMALL_B_42","level/base/small_b_42.json","layout/small_b.level","0,1100,900,40,10",6,91,98,"false",,,,,,,,,,,,
"small_a_46","TID_SMALL_A_46","level/base/small_a_46.json","layout/small_a.level","0,3400,3000,180,70",13,270,308,"false",,,,,,,,,,,,
"dummy_small_b","TID_EVENT_1","level/generate/small_b_dummy.json","layout/small_b.level","0,900,600,400,200",0,99999999,30,"false",,,,,,,,"true",,,,
"small_b_43","TID_SMALL_B_43","level/base/small_b_43.json","layout/small_b.level","0,4300,3900,250,110",15,287,333,"false",,,,,,,,,,,,
"small_b_44","TID_SMALL_B_44","level/base/small_b_44.json","layout/small_b.level","0,7700,6900,600,220",21,477,641,"false",,,,,,,,,,,,
"small_b_45","TID_SMALL_B_45","level/base/small_b_45.json","layout/small_b.level","0,3400,3000,180,70",13,275,315,"false",,,,,,,,,,,,
"small_b_46","TID_SMALL_B_46","level/base/small_b_46.json","layout/small_b.level","0,5800,5300,360,160",18,394,497,"false",,,,,,,,,,,,
"small_b_47","TID_SMALL_B_47","level/base/small_b_47.json","layout/small_b.level","0,7700,6900,600,220",21,469,627,"false",,,,,,,,,,,,
"small_b_48","TID_SMALL_B_48","level/base/small_b_48.json","layout/small_b.level","0,6400,5800,400,180",19,443,581,"false",,,,,,,,,,,,
"small_b_49","TID_SMALL_B_49","level/base/small_b_49.json","layout/small_b.level","0,7700,6900,600,220",21,464,618,"false",,,,,,,,,,,,
"small_b_50","TID_SMALL_B_50","level/base/small_b_50.json","layout/small_b.level","0,7700,6900,600,220",21,509,699,"false",,,,,,,,,,,,
"small_b_51","TID_SMALL_B_51","level/base/small_b_51.json","layout/small_b.level","0,9800,8700,1300,290",24,552,781,"false",,,,,,,,,,,,
"small_b_52","TID_SMALL_B_52","level/base/small_b_52.json","layout/small_b.level","0,11000,9400,1600,320",25,619,913,"false",,,,,,,,,,,,
"med_a_75","TID_MED_A_75","level/base/med_a_75.json","layout/med_a.level","0,3400,3000,180,70",13,270,308,"false",,,,,,,,,,,,
"med_a_76","TID_MED_A_76","level/base/med_a_76.json","layout/med_a.level","0,7700,6900,600,220",21,476,638,"false",,,,,,,,,,,,
"med_a_77","TID_MED_A_77","level/base/med_a_77.json","layout/med_a.level","0,9800,8700,1300,290",24,553,782,"false",,,,,,,,,,,,
"med_a_78","TID_MED_A_78","level/base/med_a_78.json","layout/med_a.level","0,13000,11000,3000,400",28,718,1124,"false",,,,,,,,,,,,
"med_a_79","TID_MED_A_79","level/base/med_a_79.json","layout/med_a.level","0,15000,12000,4000,500",30,780,1261,"false",,,,,,,,,,,,
"med_a_80","TID_MED_A_80","level/base/med_a_80.json","layout/med_a.level","0,15000,12000,4000,500",30,807,1325,"false",,,,,,,,,,,,
"med_a_81","TID_MED_A_81","level/base/med_a_81.json","layout/med_a.level","0,5800,5300,360,160",18,395,499,"false",,,,,,,,,,,,
"med_a_82","TID_MED_A_82","level/base/med_a_82.json","layout/med_a.level","0,21000,17000,11000,2000",36,1051,1933,"false",,,,,,,,,,,,
"med_a_83","TID_MED_A_83","level/base/med_a_83.json","layout/med_a.level","0,18000,14000,7000,900",33,971,1724,"false",,,,,,,,,,,,
"med_a_84","TID_MED_A_84","level/base/med_a_84.json","layout/med_a.level","0,19000,15000,8000,1200",34,978,1741,"false",,,,,,,,,,,,
"small_a_47","TID_SMALL_A_47","level/base/small_a_47.json","layout/small_a.level","0,2900,2500,150,60",12,257,291,"false",,,,,,,,,,,,
"small_a_48","TID_SMALL_A_48","level/base/small_a_48.json","layout/small_a.level","0,4300,3900,250,110",15,323,386,"false",,,,,,,,,,,,
"small_a_49","TID_SMALL_A_49","level/base/small_a_49.json","layout/small_a.level","0,5800,5300,360,160",18,399,505,"false",,,,,,,,,,,,
"small_a_50","TID_SMALL_A_50","level/base/small_a_50.json","layout/small_a.level","0,7700,6900,600,220",21,484,653,"false",,,,,,,,,,,,
