"Barbarian",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"idle","true",1,,"goblin6_idle1","true","true",,,,,,,
,"attack","true",1,10,"goblin6_attack1","false","true",,,,,,,
,"celebrate","false",1,,"goblin6_idle1_2","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Goblin7",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"goblin7_run1","true","true",,,,,,,
,"idle","true",1,,"goblin7_idle1","true","true",,,,,,,
,"attack","true",1,10,"goblin7_attack1","false","true",,,,,,,
,"celebrate","false",1,,"goblin7_idle1_2","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"skeleton_run","true","true",,,,,,,
,"idle","true",1,,"skeleton_idle1","true","true",,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,
,"attack","true",1,10,"skeleton_attack1","false","true",,,,,,,
,,"true",5,10,"skeleton_attack1","false","true",,,,,,,
,"celebrate","true",4,,"skeleton_idle1","true","true",,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"skeleton2_run","true","true",,,,,,,
,"idle","true",1,,"skeleton2_idle1","true","true",,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,
,"attack","true",1,10,"skeleton2_attack1","false","true",,,,,,,
,,"true",5,10,"skeleton2_attack1","false","true",,,,,,,
,"celebrate","true",4,,"skeleton2_idle1","true","true",,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"skeleton3_run","true","true",,,,,,,
,"idle","true",1,,"skeleton3_idle1","true","true",,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,
,"attack","true",1,10,"skeleton3_attack1","false","true",,,,,,,
,,"true",5,10,"skeleton3_attack1","false","true",,,,,,,
,"celebrate","true",4,,"skeleton3_idle1","true","true",,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker6",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"skeleton6_run","true","true",,,,,,,
,"idle","true",1,,"skeleton6_idle1","true","true",,,,,,,
,"attack","true",1,10,"skeleton6_attack1","false","true",,,,,,,
,"celebrate","true",4,,"skeleton6_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker7",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"skeleton7_run","true","true",,,,,,,
,"idle","true",1,,"skeleton7_idle1","true","true",,,,,,,
,"attack","true",1,10,"skeleton7_attack1","false","true",,,,,,,
,"celebrate","true",4,,"skeleton7_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker1_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton1_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton1_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton1_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton1_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker2_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton2_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton2_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton2_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton2_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker3_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton3_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton3_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton3_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton3_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker4_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton4_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton4_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton4_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton4_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker5_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton5_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton5_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton5_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton5_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wall Breaker6_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"b_skeleton6_walk1","true","true",,,,,,,
,"idle","true",1,,"b_skeleton6_idle1","true","true",,,,,,,
,"attack","true",1,11,"b_skeleton6_attack1","false","true",,,,,,,
,"celebrate","true",4,,"b_skeleton6_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Balloon Goblin",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"balloon1_idle1","true","true",,,,,,,
,"idle","false",1,,"balloon1_idle1","true","true",,,,,,,
,,"false",1,,"balloon1_idle1","true","true",,,,,,,
,"attack","false",1,34,"balloon1_attack1","false","true",,,,,,,
,,"false",5,34,"balloon1_attack1","false","true",,,,,,,
,"celebrate","false",4,,"balloon1_idle1","true","true",,,,,,,
,,"false",1,,"balloon1_idle1","true","true",,,,,,,
,"die","false",1,,"balloon1_die1","false","true",,,,,,,
"Balloon Goblin2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"balloon2_idle1","true","true",,,,,,,
,"idle","false",1,,"balloon2_idle1","true","true",,,,,,,
,,"false",1,,"balloon2_idle1","true","true",,,,,,,
,"attack","false",1,34,"balloon2_attack1","false","true",,,,,,,
,,"false",5,34,"balloon2_attack1","false","true",,,,,,,
,"celebrate","false",4,,"balloon2_idle1","true","true",,,,,,,
,,"false",1,,"balloon2_idle1","true","true",,,,,,,
,"die","false",1,,"balloon2_die1","false","true",,,,,,,
"Balloon Goblin3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"balloon3_idle1","true","true",,,,,,,
,"idle","false",1,,"balloon3_idle1","true","true",,,,,,,
,,"false",1,,"balloon3_idle1","true","true",,,,,,,
,"attack","false",1,34,"balloon3_attack1","false","true",,,,,,,
,,"false",5,34,"balloon3_attack1","false","true",,,,,,,
,"celebrate","false",4,,"balloon3_idle1","true","true",,,,,,,
,,"false",1,,"balloon3_idle1","true","true",,,,,,,
,"die","false",1,,"balloon3_die1","false","true",,,,,,,
"Balloon Goblin6",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"balloon_lvl6_idle1","true","true",,,,,,,
,"idle","false",1,,"balloon_lvl6_idle1","true","true",,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true",,,,,,,
,"attack","false",1,34,"balloon_lvl6_attack1","false","true",,,,,,,
,,"false",5,34,"balloon_lvl6_attack1","false","true",,,,,,,
,"celebrate","false",4,,"balloon_lvl6_idle1","true","true",,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true",,,,,,,
,"die","false",1,,"balloon_lvl6_die1","false","true",,,,,,,
"Balloon Goblin7",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"balloon_lvl7_idle1","true","true",,,,,,,
,"idle","false",1,,"balloon_lvl7_idle1","true","true",,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true",,,,,,,
,"attack","false",1,34,"balloon_lvl7_attack1","false","true",,,,,,,
,,"false",5,34,"balloon_lvl7_attack1","false","true",,,,,,,
,"celebrate","false",4,,"balloon_lvl7_idle1","true","true",,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true",,,,,,,
,"die","false",1,,"balloon_lvl7_die1","false","true",,,,,,,
"New Balloon1",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"tiny_balloon1_idle1","true","true",,,,,,,
,"idle","false",1,,"tiny_balloon1_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true",,,,,,,
,"attack","false",1,20,"tiny_balloon1_attack1","false","true",,,,,,,
,,"false",5,20,"tiny_balloon1_attack1","false","true",,,,,,,
,"celebrate","false",4,,"tiny_balloon1_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true",,,,,,,
,"die","false",1,,"tiny_balloon1_die1","false","true",,,,,,,
"New Balloon2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"tiny_balloon2_idle1","true","true",,,,,,,
,"idle","false",1,,"tiny_balloon2_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true",,,,,,,
,"attack","false",1,20,"tiny_balloon2_attack1","false","true",,,,,,,
,,"false",5,20,"tiny_balloon2_attack1","false","true",,,,,,,
,"celebrate","false",4,,"tiny_balloon2_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true",,,,,,,
,"die","false",1,,"tiny_balloon2_die1","false","true",,,,,,,
"New Balloon3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"tiny_balloon3_idle1","true","true",,,,,,,
,"idle","false",1,,"tiny_balloon3_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true",,,,,,,
,"attack","false",1,20,"tiny_balloon3_attack1","false","true",,,,,,,
,,"false",5,20,"tiny_balloon3_attack1","false","true",,,,,,,
,"celebrate","false",4,,"tiny_balloon3_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true",,,,,,,
,"die","false",1,,"tiny_balloon3_die1","false","true",,,,,,,
"New Balloon4",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","false",,,"tiny_balloon4_idle1","true","true",,,,,,,
,"idle","false",1,,"tiny_balloon4_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true",,,,,,,
,"attack","false",1,20,"tiny_balloon4_attack1","false","true",,,,,,,
,,"false",5,20,"tiny_balloon4_attack1","false","true",,,,,,,
,"celebrate","false",4,,"tiny_balloon4_idle1","true","true",,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true",,,,,,,
,"die","false",1,,"tiny_balloon4_die1","false","true",,,,,,,
"Healer",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"healer1_run1","true","true",,,,,,,
,"idle","true",10,,"healer1_idle1","true","true",,,,,,,
,"attack","true",1,10,"healer1_attack1","true","true",,,,,,,
,"celebrate","true",1,,"healer1_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Healer2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"healer2_run1","true","true",,,,,,,
,"idle","true",10,,"healer2_idle1","true","true",,,,,,,
,"attack","true",1,10,"healer2_attack1","true","true",,,,,,,
,"celebrate","true",1,,"healer2_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Healer3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"healer3_run1","true","true",,,,,,,
,"idle","true",10,,"healer3_idle1","true","true",,,,,,,
,"attack","true",1,10,"healer3_attack1","true","true",,,,,,,
,"celebrate","true",1,,"healer3_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard1_run1","true","true",,,,,,,
,"idle","true",10,,"wizard1_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard1_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard1_idle1","true","true",,,,,,,
,"work1","false",1,10,"wizard1_attack1_1","true","true",,,,,,,
,"work2","false",1,10,"wizard1_attack1_1","true","true",,,,,,,
,"busy","true",1,10,"wizard1_attack1","true","true",,,,,,,
,,"true",1,10,"wizard1_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard2_run1","true","true",,,,,,,
,"idle","true",10,,"wizard2_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard2_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard2_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard3_run1","true","true",,,,,,,
,"idle","true",10,,"wizard3_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard3_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard3_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard6",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard6_run1","true","true",,,,,,,
,"idle","true",10,,"wizard6_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard6_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard6_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard7",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard7_run1","true","true",,,,,,,
,"idle","true",10,,"wizard7_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard7_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard7_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Wizard8",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"wizard8_run1","true","true",,,,,,,
,"idle","true",10,,"wizard8_idle1","true","true",,,,,,,
,"attack","true",1,14,"wizard8_attack1","false","true",,,,,,,
,"celebrate","true",1,,"wizard8_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Ice Wizard1",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"ice_wizard1_run1","true","true",,,,,,,
,"idle","true",10,,"ice_wizard1_idle1","true","true",,,,,,,
,"attack","true",1,14,"ice_wizard1_attack1","false","true",,,,,,,
,"celebrate","true",1,,"ice_wizard1_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Worker",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"worker_walk1","true","true",,,,,,,
,"idle","true",1,,"worker_idle1","true","true",,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,
,"busy","true",1,10,"worker_build1","true","true",,,,,,,
,,"true",1,10,"worker_build2","true","true",,,,,,,
,"work1","false",1,,"worker_heroUpgrade1","true","true",,,,,,,
,"work2","false",1,,"worker_heroUpgrade2","true","true",,,,,,,
,"celebrate","true",1,,"worker_idle3","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"Villager",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"villagergirl_walk1","true","true",,,,,,,
,"idle","true",1,,"villagergirl_idle1","true","true",,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,
,"busy","true",1,10,"villagergirl_idle1","false","true",,,,,,,
,,"true",1,10,"villagergirl_idle2","false","true",,,,,,,
,"celebrate","true",5,,"villagergirl_cheer1","true","true",,,,,,,
,,"true",2,,"villagergirl_idle1","true","true",,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"PEKKA",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"pekka_walk1","true","true",,,,,,,
,"idle","true",1,,"pekka_idle1","true","true",,,,,,,
,"attack","true",1,12,"pekka_attack1","false","true",,,,,,,
,"celebrate","true",1,,"pekka_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"PEKKA2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"pekka2_walk1","true","true",,,,,,,
,"idle","true",1,,"pekka2_idle1","true","true",,,,,,,
,"attack","true",1,12,"pekka2_attack1","false","true",,,,,,,
,"celebrate","true",1,,"pekka2_idle1","true","true",,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,
"PEKKA3",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka2_walk1","true","true",178,127,102,15,10,0,120
,"idle","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120
,"attack","true",1,12,"pekka2_attack1","false","true",178,127,102,15,10,0,120
,"celebrate","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200
"PEKKA4",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka4_walk1","true","true",255,255,255,0,0,0,100
,"idle","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100
,"attack","true",1,12,"pekka4_attack1","false","true",255,255,255,0,0,0,100
,,"true",1,10,"pekka4_attack2","false","true",255,255,255,0,0,0,100
,"celebrate","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200
"PEKKA5",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka5_walk1","true","true",255,255,255,0,0,0,120
,"idle","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120
,"attack","true",1,12,"pekka5_attack1","false","true",255,255,255,0,0,0,120
,,"true",1,10,"pekka5_attack2","false","true",255,255,255,0,0,0,120
,"celebrate","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200
"PEKKA6",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka6_walk1","true","true",255,255,255,0,0,0,125
,"idle","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125
,"attack","true",1,12,"pekka6_attack1","false","true",255,255,255,0,0,0,125
,,"true",1,10,"pekka6_attack2","false","true",255,255,255,0,0,0,125
,"celebrate","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200
"PEKKA1_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka_adv_lvl1_walk1","true","true",255,255,255,0,0,0,120
,"idle","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120
,"attack","true",1,12,"pekka_adv_lvl1_attack1","false","true",255,255,255,0,0,0,120
,"celebrate","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120
,"die","false",1,,"barbarian_death_1","false","true",255,255,255,0,0,0,120
"PEKKA2_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka_adv_lvl2_walk1","true","true",255,255,255,0,0,0,120
,"idle","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120
,"attack","true",1,12,"pekka_adv_lvl2_attack1","false","true",255,255,255,0,0,0,120
,"celebrate","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120
,"die","false",1,,"pekka_special_lvl1_death","false","true",255,255,255,0,0,0,120
"PEKKA3_new",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int"
,"walk","true",,,"pekka_adv_lvl3_walk1","true","true",255,255,255,0,0,0,120
,"idle","true",1,,"pekka_adv_lvl3_idle1","true","true",255,255,255,0,0,0,120
,"attack","true",1,12,"pekka_adv_lvl3_attack1","false","true",255,255,255,0,0,0,120
,"celebrate","true",1,,"pekka_adv_lvl3_idle1","true","true",255,255,255,0,0,0,120
,"die","false",1,,"pekka_special_lvl2_death","false","true",255,255,255,0,0,0,120
"BarbarianKing_lvl1",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"barbKing_lvl1_walk1","true","true",,,,,,,
,"idle","true",1,,"barbKing_lvl1_idle1","true","true",,,,,,,
,"sleep","false",1,,"barbKing_lvl1_sleep1","true","true",,,,,,,
,"attack","true",1,17,"barbKing_lvl1_attack1","false","true",,,,,,,
,,"true",1,15,"barbKing_lvl1_attack2","false","true",,,,,,,
,"celebrate","false",1,23,"barbKing_lvl1_cheer1","false","true",,,,,,,
,"die","false",1,,"barbKing_lvl1_stunned1","true","true",,,,,,,
"BarbarianKing_lvl2",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"barbKing_lvl2_walk1","true","true",,,,,,,
,"idle","true",1,,"barbKing_lvl2_idle1","true","true",,,,,,,
,"sleep","false",1,,"barbKing_lvl2_sleep1","true","true",,,,,,,
,"attack","true",1,17,"barbKing_lvl2_attack1","false","true",,,,,,,
